cog_measure,protein,rho,pval,n,fdr
symbol_digit__n_correct__i2,elob,-0.0253593885221411,0.819982251207145,83,0.996448747676304
symbol_digit__n_correct__i2,adam23,-0.0244826581257611,0.820876513020414,88,0.996448747676304
symbol_digit__n_correct__i2,spock1,-0.0251367804500242,0.821536226298684,83,0.996448747676304
gcsvd_score,lto1,-0.0115005152142396,0.822491763700215,383,0.869761405292181
symbol_digit__n_correct__i2,plxdc1,0.0249484141689886,0.822851704685444,83,0.996448747676304
symbol_digit__n_correct__i2,ifit3,-0.023325238593741,0.829213136636436,88,0.996448747676304
symbol_digit__n_correct__i2,cbln4,-0.0232015909828693,0.830104877002482,88,0.996448747676304
symbol_digit__n_correct__i2,cda,-0.0222562421634866,0.837872798558619,87,0.996448747676304
symbol_digit__n_correct__i2,fap,0.0218767951521002,0.839672509540325,88,0.996448747676304
symbol_digit__n_correct__i2,egfr,-0.0215941720415361,0.841716670222299,88,0.996448747676304
gcsvd_score,itgav,-0.00964354711331127,0.848670379737235,394,0.888672316506135
gcsvd_score,bcan,0.00970547424784763,0.85003438970152,382,0.888672316506135
gcsvd_score,neo1,0.00919239189166746,0.855670713904163,394,0.889510798634836
symbol_digit__n_correct__i2,rnaset2,0.0194303388512799,0.857401053173465,88,0.996448747676304
symbol_digit__n_correct__i2,c4bpb,0.0176462804658442,0.870374681927459,88,0.996448747676304
symbol_digit__n_correct__i2,myoc,-0.0173593177990146,0.872464764062927,88,0.996448747676304
symbol_digit__n_correct__i2,glb1,0.0161119707115781,0.885050167086785,83,0.996448747676304
symbol_digit__n_correct__i2,sfrp4,0.0148322042512558,0.891542955141606,87,0.996448747676304
symbol_digit__n_correct__i2,igfbp2,-0.0146345779438958,0.892351910640485,88,0.996448747676304
symbol_digit__n_correct__i2,ret,-0.014848642485883,0.892708196507586,85,0.996448747676304
symbol_digit__n_correct__i2,amy2b,0.0134038737527399,0.904864021294516,82,0.996448747676304
symbol_digit__n_correct__i2,psap,0.013068491940708,0.904939545253923,86,0.996448747676304
gcsvd_score,lrrn1,0.00538714950768367,0.91630855948298,383,0.943651879658206
symbol_digit__n_correct__i2,cr1,0.0109737737803488,0.919173995441315,88,0.996448747676304
gcsvd_score,plxdc1,-0.00518728534085355,0.919932287627725,378,0.943651879658206
symbol_digit__n_correct__i2,dpp4,0.0107981313803631,0.92234010943013,84,0.996448747676304
gcsvd_score,ptprr,0.00490126290765308,0.923137708361289,390,0.943651879658206
symbol_digit__n_correct__i2,fgfbp2,-0.0102828454960669,0.924690348301054,87,0.996448747676304
symbol_digit__n_correct__i2,siglec8,0.0096064791768291,0.930466440447848,85,0.996448747676304
symbol_digit__n_correct__i2,itgam,0.00930006673199898,0.931468969859244,88,0.996448747676304
symbol_digit__n_correct__i2,pi3,0.00893036808502081,0.935349335613834,85,0.996448747676304
symbol_digit__n_correct__i2,ca14,0.00862000487220418,0.936469431677915,88,0.996448747676304
symbol_digit__n_correct__i2,chgb,-0.00835066648637409,0.938450555427885,88,0.996448747676304
symbol_digit__n_correct__i2,cd209,-0.00739239328301969,0.945502104954986,88,0.996448747676304
symbol_digit__n_correct__i2,art3,0.00732175599400212,0.946338168004254,87,0.996448747676304
gcsvd_score,ptprn2,0.00328098507880287,0.949103985758102,381,0.960724328488441
gcsvd_score,jchain,0.00319653278024023,0.950281672744002,383,0.960724328488441
symbol_digit__n_correct__i2,itgav,-0.00604106898830703,0.955452967508663,88,0.996448747676304
symbol_digit__n_correct__i2,il2ra,0.00608420181018965,0.955662507017009,86,0.996448747676304
symbol_digit__n_correct__i2,il1rn,0.00602398738686587,0.955839060833168,87,0.996448747676304
symbol_digit__n_correct__i2,cd83,0.00525252425734529,0.961718272158665,86,0.996448747676304
symbol_digit__n_correct__i2,adgrg2,-0.00512589142228202,0.962864746033512,85,0.996448747676304
symbol_digit__n_correct__i2,oscar,-0.00441598610256362,0.967428633920316,88,0.996448747676304
gcsvd_score,cx3cl1,-0.00173232052751933,0.973078931650076,382,0.978396302861278
symbol_digit__n_correct__i2,cd34,0.00322366985487144,0.976219870888789,88,0.996448747676304
symbol_digit__n_correct__i2,siglec1,-0.00288365162115404,0.97872747384771,88,0.996448747676304
symbol_digit__n_correct__i2,amn,-0.00286215557643572,0.979259642737562,85,0.996448747676304
symbol_digit__n_correct__i2,clec4m,0.0025500992047691,0.981297906414779,87,0.996448747676304
symbol_digit__n_correct__i2,grp,-0.00192129583536582,0.986076653772846,85,0.996448747676304
symbol_digit__n_correct__i2,cd160,-0.00121881216430756,0.991008035582671,88,0.996448747676304
gcsvd_score,crtac1,-0.000477381659962233,0.9924925041732,391,0.9924925041732
symbol_digit__n_correct__i2,cpa2,-0.00067122988758967,0.995047831901785,88,0.996448747676304
symbol_digit__n_correct__i2,gzma,0.000481344604449908,0.996448747676304,88,0.996448747676304
