protein,logFC,AveExpr,t,P.Value,fdr,comparison
il1rn,-0.127745552506091,0.0764555721509826,-2.6820302389373,0.00732017295111949,0.789223091137364,hla_interaction_all
ankmy2,-0.0926334158785943,-0.0213813968554526,-2.64585102747327,0.00815120899904405,0.847434621293472,hla_interaction_all
casp7,0.0853487787471816,-0.0364303504865227,2.60703785060536,0.00913573305502251,0.902637970230441,hla_interaction_all
adam12,-0.0752873928148894,0.0261544165649223,-2.60084243127275,0.00930234940120688,0.902637970230441,hla_interaction_all
metap2,-0.0720877492002865,-0.0623676645506878,-2.58250864452286,0.00981140506046561,0.921322584871464,hla_interaction_all
lrrc37a2,-0.0942242088604553,0.00641623720095005,-2.55814587184671,0.0105262173993777,0.948687368118984,hla_interaction_all
ifnlr1,0.0878397509477625,0.012035355590591,2.53749642340908,0.0111679678406908,0.948687368118984,hla_interaction_all
nt5e,0.1336631693788,0.0541908523028057,2.528904908089,0.0114450584163544,0.948687368118984,hla_interaction_all
ccn2,-0.119368384681383,-0.00984969767937009,-2.50537022438225,0.0122355923134761,0.948687368118984,hla_interaction_all
agxt,0.17420329831258,0.12304318539972,2.50077864315314,0.0123953463480202,0.948687368118984,hla_interaction_all
tnfrsf8,0.105200749330618,0.037176810038106,2.49319919709899,0.0126631010400987,0.948687368118984,hla_interaction_all
pnliprp1,0.166563099730207,-0.00148062037081861,2.48833296382813,0.0128376946818235,0.948687368118984,hla_interaction_all
ap1g2,0.0928651110701206,0.020618620907261,2.48807246525601,0.0128471007854367,0.948687368118984,hla_interaction_all
creld1,0.0750221445965492,0.00370133285480882,2.48287920079315,0.0130358965045549,0.948687368118984,hla_interaction_all
enpp7,0.198709793522627,-0.0393300896033757,2.44904426926255,0.0143271123871292,0.9552988674916,hla_interaction_all
kctd5,0.0763552859758715,0.0153006859962981,2.44805892116381,0.0143663493872211,0.9552988674916,hla_interaction_all
tnfsf13,-0.0603774084867225,-0.00374764447835209,-2.44790906603141,0.0143723249814544,0.9552988674916,hla_interaction_all
clpp,0.155648424175169,-0.0213347012925779,2.4447245228376,0.0144998305709851,0.9552988674916,hla_interaction_all
