logFC,AveExpr,t,P.Value,adj.P.Val,B,protein,fdr,direction,label_protein
0.14536454041626,0.00857749999999999,2.25146619763725,0.0261095670251523,0.396770526802453,-3.42732433299448,b4galt1,0.396770526802453,NS,
-0.202733900311661,0.0300163934426229,-2.25001432479998,0.0262042121244974,0.396770526802453,-3.43002025932797,lpl,0.396770526802453,NS,
0.133772533897501,0.0563134453781513,2.24603329545792,0.0264652697605873,0.396770526802453,-3.43740435614171,ephb6,0.396770526802453,NS,
0.175150859016154,-0.124065765765766,2.24538022241907,0.0265083117179763,0.396770526802453,-3.43861455294359,adgrd1,0.396770526802453,NS,
0.187729395168684,0.0137086538461539,2.24386746571562,0.0266082478277271,0.396770526802453,-3.44141658164446,gip,0.396770526802453,NS,
0.130647773870984,-0.0107983193277311,2.24255732015261,0.0266950649718882,0.396770526802453,-3.44384193074252,flrt2,0.396770526802453,NS,
-0.233340111302989,-0.113715384615385,-2.23808690347201,0.026993164768171,0.396770526802453,-3.45210787871648,dmp1,0.396770526802453,NS,
0.1337801821,-0.0328897196261682,2.23639371363375,0.0271068284464451,0.396770526802453,-3.45523471860556,ncr3lg1,0.396770526802453,NS,
0.137428473342779,-0.00865491803278689,2.23449981167559,0.0272344610740884,0.396770526802453,-3.45872966142722,siglec10,0.396770526802453,NS,
0.191256032949679,0.0571196721311475,2.22896597026757,0.0276104061166724,0.396770526802453,-3.46892615973083,cdsn,0.396770526802453,NS,
0.135758748766791,0.0132871794871795,2.22629988339039,0.0277931398318585,0.396770526802453,-3.47383038608882,cst3,0.396770526802453,NS,
0.125948820631909,-0.0344097457627119,2.22602267319424,0.0278122002685338,0.396770526802453,-3.47434000280325,galnt10,0.396770526802453,NS,
-0.126496752013602,0.0353970833333333,-2.22586946016397,0.0278227397936904,0.396770526802453,-3.47462164120433,pon3,0.396770526802453,NS,
