protein,logFC,AveExpr,t,P.Value,fdr,comparison
fzd10,-0.202123984644596,0.0732360567644367,-2.0232731094919,0.0430505378446244,0.967778100000697,hla_interaction_pre
mucl3,0.148969870310123,0.071660098476772,2.02180199978035,0.0432023572273626,0.967778100000697,hla_interaction_pre
scrn1,-0.157932899591852,0.0134213810759694,-2.01693620591291,0.0437077369340174,0.967778100000697,hla_interaction_pre
kif1c,-0.111973960075892,0.0295848380059165,-1.99699571130492,0.0458312940962108,0.967778100000697,hla_interaction_pre
stx7,-0.158960765630278,-0.0104701986759532,-1.99668763564867,0.0458647725424523,0.967778100000697,hla_interaction_pre
drg2,-0.0983008232201799,0.0153919064045795,-1.99612472785147,0.0459259966959631,0.967778100000697,hla_interaction_pre
pxn,0.17575731269298,0.017159171968188,1.9936522335028,0.0461957311678193,0.967778100000697,hla_interaction_pre
ccl21,-0.154202371668172,0.0209460889055082,-1.99321270317288,0.0462438207030895,0.967778100000697,hla_interaction_pre
bcl2l15,0.178720124652811,0.0655305473873358,1.99218391209161,0.0463565467822526,0.967778100000697,hla_interaction_pre
plaur,-0.0947598701942732,0.00808687995877226,-1.98646000686956,0.046987955592359,0.967778100000697,hla_interaction_pre
pnliprp1,0.265063896190332,-0.00164793402315762,1.98447528034661,0.0472085750663742,0.967778100000697,hla_interaction_pre
myh4,-0.153401732251753,0.0549493216991987,-1.98416817556542,0.0472427901256154,0.967778100000697,hla_interaction_pre
rln2,-0.391655071601544,0.18450548028377,-1.97801841856659,0.0479323475424119,0.967778100000697,hla_interaction_pre
adamts15,-0.164963691425778,-0.0035643799460213,-1.97671019201264,0.0480801217553116,0.967778100000697,hla_interaction_pre
camkk1,-0.13468578606142,0.0193730045204075,-1.96972621011511,0.0488755075256953,0.967778100000697,hla_interaction_pre
ager,-0.162795826382791,0.00292196481397718,-1.96695097470169,0.0491946235292539,0.967778100000697,hla_interaction_pre
susd5,0.115331718707545,-0.00758365538099123,1.95936233176299,0.0500761575430555,0.967778100000697,hla_interaction_pre
cpa4,-0.140017103313449,-0.00909514425906599,-1.95722487523138,0.0503268321279532,0.967778100000697,hla_interaction_pre
chgb,-0.160048183698713,-0.00611207408887818,-1.95714391434274,0.050336347616217,0.967778100000697,hla_interaction_pre
c2,-0.0879734802078111,-0.0199266825467408,-1.95463212565857,0.0506323128609155,0.967778100000697,hla_interaction_pre
klk10,-0.150567083947354,0.00585798182510653,-1.95211818129052,0.0509299905519012,0.967778100000697,hla_interaction_pre
nxph3,0.100432643255045,-0.00360069141328471,1.94591104756603,0.0516712636358639,0.967778100000697,hla_interaction_pre
dtx2,-0.208228741212914,0.119380804601037,-1.94438631787791,0.0518547260143381,0.967778100000697,hla_interaction_pre
kiaa1549,-0.230209775966087,-0.0210143795622269,-1.94367451583705,0.0519405596776723,0.967778100000697,hla_interaction_pre
src,-0.161971911496731,-0.117813604136918,-1.93850505101647,0.0525674997334435,0.967778100000697,hla_interaction_pre
fetub,-0.126913533494352,-0.0115743440857026,-1.93753591988015,0.0526857349706332,0.967778100000697,hla_interaction_pre
mme,0.288223988935748,0.136065178352257,1.93633869734216,0.0528321044946738,0.967778100000697,hla_interaction_pre
podxl,-0.0577533175025814,-0.00565590336611232,-1.93623348873861,0.0528449832722218,0.967778100000697,hla_interaction_pre
abraxas2,0.140910767380741,0.011519635488844,1.93397314604824,0.0531223102911408,0.967778100000697,hla_interaction_pre
apoe,0.234850515960538,0.0540646437093508,1.93286203101206,0.0532590808823948,0.967778100000697,hla_interaction_pre
tfap2a,0.193200549840623,0.0512440795295776,1.93282971359864,0.0532630633310799,0.967778100000697,hla_interaction_pre
marco,0.094844387379175,-0.00713297988598948,1.93177327065876,0.053393384981207,0.967778100000697,hla_interaction_pre
nars1,-0.0867693205334398,-0.0655960129966562,-1.92768148396314,0.0539006593104979,0.967778100000697,hla_interaction_pre
galnt2,0.0972058604194085,-2.18176721958788e-05,1.926328711713,0.0540692499942391,0.967778100000697,hla_interaction_pre
sult2a1,0.191731544266625,0.105033145759815,1.92540215463615,0.0541849769292622,0.967778100000697,hla_interaction_pre
gpr15l,-0.204473103788478,0.015853401599741,-1.9236296191007,0.0544069425059065,0.967778100000697,hla_interaction_pre
hepacam2,0.14037506970217,0.000352384965877897,1.92095089574262,0.0547438244644372,0.967778100000697,hla_interaction_pre
mfap5,-0.148041664414676,-0.00623731001209015,-1.92094698948359,0.054744316991283,0.967778100000697,hla_interaction_pre
