protein,logFC,AveExpr,t,P.Value,fdr,B,sig_tier,bonferroni_sig,bonferroni_threshold
cd209,-0.0627908352137916,0.0357716556131881,-3.02434057929458,0.00250395209689374,0.0433759766375973,-2.01037204462366,FDR<0.05,FALSE,1.71762281003092e-05
ctsl,0.0352599942732222,-0.0223634763158515,3.02110492859377,0.00253081807481443,0.0433759766375973,-2.01990882404359,FDR<0.05,FALSE,1.71762281003092e-05
dcbld2,0.0548796268261328,-0.00966207899843467,3.01997005341907,0.00254030337227028,0.0433759766375973,-2.02325135352507,FDR<0.05,FALSE,1.71762281003092e-05
eno2,-0.0497923855152127,-0.0217150497487565,-3.01904941158497,0.0025480219872996,0.0433759766375973,-2.02596198570562,FDR<0.05,FALSE,1.71762281003092e-05
amn,0.0742570167110923,-0.0166917160687212,3.00454803795545,0.00267246529876895,0.0452299214227698,-2.06854952137523,FDR<0.05,FALSE,1.71762281003092e-05
cd5l,0.0630215390680311,0.0230991914881767,3.00145328248258,0.00269973201641002,0.0454272826576275,-2.07761172297505,FDR<0.05,FALSE,1.71762281003092e-05
c4bpb,0.0635371251507838,0.0311670774804419,2.99833780418923,0.002727437937194,0.0455329194302675,-2.08672520640739,FDR<0.05,FALSE,1.71762281003092e-05
adam23,-0.0543875812589832,-0.0608274479203223,-2.99723655427026,0.00273729333572546,0.0455329194302675,-2.08994435715615,FDR<0.05,FALSE,1.71762281003092e-05
siglec8,0.0585743938379005,-0.0373999432664267,2.98905910638351,0.00281149978586303,0.0465015674809504,-2.11381163861559,FDR<0.05,FALSE,1.71762281003092e-05
mia,-0.0566388949696098,0.0113867966020127,-2.98556803150213,0.00284373571615256,0.0465708476928968,-2.12398114709891,FDR<0.05,FALSE,1.71762281003092e-05
siglec1,0.0641205054065605,-0.000171330602043873,2.98514282707101,0.00284768494996071,0.0465708476928968,-2.12521895945621,FDR<0.05,FALSE,1.71762281003092e-05
hla_e,0.0415122071520502,-0.00647355607891993,2.96615940981164,0.00302918755909593,0.0492415187473709,-2.18030256133899,FDR<0.05,FALSE,1.71762281003092e-05
cxcl16,0.0356135900912844,0.00318984858967943,2.96337182115067,0.00305671131858528,0.0492415187473709,-2.18836173506474,FDR<0.05,FALSE,1.71762281003092e-05
clec10a,-0.0560582104253887,0.00776197694890169,-2.96284899090383,0.00306189891457841,0.0492415187473709,-2.18987244414797,FDR<0.05,FALSE,1.71762281003092e-05
prss8,0.0595265041594371,-0.0657385970023123,2.96116602224589,0.0030786521511582,0.0492415187473709,-2.1947335496199,FDR<0.05,FALSE,1.71762281003092e-05
ly9,-0.0436307824231259,0.00263698349099161,-2.95562112702857,0.00313444249886491,0.0497337656458211,-2.21073001329984,FDR<0.05,FALSE,1.71762281003092e-05
alpp,0.207153664192516,0.242104412882711,2.95471981894366,0.00314359769111339,0.0497337656458211,-2.21332737316883,FDR<0.05,FALSE,1.71762281003092e-05
slurp1,-0.0478700897701757,0.00137092430711812,-2.95104584158069,0.00318116957217639,0.0500561331059755,-2.22390675194856,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
sdc1,0.0564979227821272,-0.0185400421600071,2.94442438758028,0.00324991915048407,0.0508629819734362,-2.242940393841,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
csrp3,0.131322187209944,0.109390609866878,2.9402926617015,0.00329350154107869,0.0511950199371638,-2.25479562077896,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
scn4b,-0.0541239072571495,-0.0360509255965868,-2.93908800804739,0.00330630839855266,0.0511950199371638,-2.25824902893741,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
rspo3,0.0390643715088422,-0.0168483009902831,2.9273237700891,0.00343378202534271,0.0526787718954914,-2.29189969975196,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
havcr2,0.0481473203052392,-0.00967555794656201,2.92691181344801,0.00343832588806024,0.0526787718954914,-2.2930756315638,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
gdf15,0.0608430957183819,-0.0246460507356235,2.92436993035698,0.0034664840579501,0.0528321209041505,-2.3003277979086,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
cytl1,0.0308583651793252,-0.0306678593395228,2.92257706262122,0.00348647096004671,0.0528599841911248,-2.30543919553891,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
tnfrsf1b,0.0479670279232473,-0.00647000656207634,2.91984777762859,0.00351709850558134,0.0530480505168252,-2.31321428527519,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
scgb3a1,0.0351332450689548,0.0237933073416291,2.91793523663102,0.00353870640634023,0.0530988368497754,-2.31865834962654,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
gp2,-0.126977886275533,0.0389801677559486,-2.91580275335842,0.00356294161911616,0.0531883233499854,-2.32472428962714,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
notch3,-0.0515189115769205,-0.00519203495931464,-2.90905773878871,0.00364059496285128,0.0540702649839799,-2.34388167296547,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ptgr1,-0.105516921530962,-0.0162141463421475,-2.90053518281927,0.00374091319121313,0.0552781639574692,-2.36802444482624,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
apoa4,-0.0453033575762212,-0.0025713673765383,-2.89788902110492,0.00377256843136676,0.0554643772914578,-2.37550615198129,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ckmt1a_ckmt1b,-0.105626901730678,0.0119493055888973,-2.89164765157649,0.00384819882090325,0.056023103168937,-2.39312592241946,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
epha4,-0.0342803624925869,-0.0100058008859,-2.89074042856642,0.00385930615454419,0.056023103168937,-2.39568391689396,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
vsig4,0.0540425168120165,-0.0277768003719958,2.88990968852536,0.00386950263514375,0.056023103168937,-2.39802555925983,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
tcl1a,-0.143853819753778,-0.0226252052615603,-2.88724953324718,0.00390231822433723,0.056023103168937,-2.4055193390478,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
fam172a,-0.0364814651270406,0.00410246961216478,-2.8860955039112,0.00391663277022292,0.056023103168937,-2.40876815348274,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
wfikkn1,-0.062865496901733,-0.047515618453089,-2.88510166709594,0.00392899850608106,0.056023103168937,-2.41156495770438,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ambn,0.0381492019673302,0.00767507750928652,2.88379672875278,0.00394528895555895,0.056023103168937,-2.41523578982617,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
snap25,-0.0477105571765984,0.0273338606853803,-2.88139596850162,0.00397541967185399,0.056082928300996,-2.42198487912661,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
enpp6,-0.050281504954664,0.0305680901332047,-2.88039580900737,0.00398803371978913,0.056082928300996,-2.42479490432525,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
wars,-0.0487233944640303,-0.0335099155201348,-2.87151247686847,0.00410167608870432,0.0574037456452801,-2.4497106378295,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
cpvl,0.0621128400719306,-0.0335646851157301,2.86583024792018,0.00417590089024617,0.0581629066579263,-2.46560777512271,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
fut3_fut5,0.0698836230535826,-0.0590220762274745,2.85991106762686,0.00425451521599184,0.0589756847321536,-2.48213445206453,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ddx58,0.0732136020784627,0.0479597651740719,2.85822186093159,0.00427719500054666,0.0590090741544613,-2.48684456314796,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
extl1,-0.05895137373817,0.0425271211744949,-2.85238858199436,0.00435636007802742,0.0598177555997066,-2.50308849748338,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
il18bp,0.0380924587481826,-0.0192751133164739,2.84385511815269,0.00447456497847712,0.0611523880391874,-2.52679204579482,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
hs3st3b1,0.0558467975201671,0.00778967231793714,2.82692306014289,0.00471775167350861,0.0641746501008578,-2.57361491689609,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ntrk3,-0.0340142088914768,-0.0199520908566042,-2.81634871648369,0.00487563376877582,0.066013813492588,-2.6027151640486,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
cep43,0.0547511487229824,-0.0204434780358618,2.80596111736857,0.00503536751669156,0.067834703570715,-2.63119564347121,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
fgfbp3,-0.0441819136940933,-0.0218265442567217,-2.80459479517515,0.00505672644274996,0.067834703570715,-2.63493398678507,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
spint2,0.049610896805787,-0.0403113693342374,2.79745295357937,0.00516970984024022,0.0689383714218909,-2.65444497306376,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
nptx1,0.0602964785964438,0.0454584596461084,2.796412225042,0.0051863632227393,0.0689383714218909,-2.65728402686092,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
taldo1,-0.0340153652028503,-0.0296213164349461,-2.79425006950131,0.00522111640031043,0.0689753642007436,-2.66317890893962,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
klb,0.106797857246571,-0.0176771599098988,2.79329492523825,0.00523653572255731,0.0689753642007436,-2.66578155840504,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
kel,-0.0507787872795191,-0.0538692254090195,-2.78409554465435,0.00538716585020594,0.0706398188736463,-2.69080331145644,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
clec3b,-0.0266667710229549,-0.00941508394198669,-2.7812669740501,0.00543426111025563,0.0709191313272214,-2.69848030980021,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
pdgfc,0.0410702101725888,-0.00845679288765061,2.77989774540774,0.00545719183005758,0.0709191313272214,-2.70219372659679,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
b4gat1,-0.035279006501852,0.00792000639854779,-2.77356739586663,0.00556434715951964,0.0719902870282741,-2.71933825460166,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ifngr2,-0.0740504775604476,0.124023145215261,-2.76702772192687,0.00567703670105615,0.0731232470653737,-2.73700877564333,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
adm,0.040511418834604,-0.0591114190061117,2.76550907010081,0.00570349845985536,0.0731404582230791,-2.74110629752262,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
gzmh,-0.0952334374896212,-0.0579655858046901,-2.76280788107552,0.00575084046654735,0.0734241078864883,-2.74838891774118,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
trim21,-0.0887578293861412,-0.088747367479613,-2.75599094699973,0.00587189646488634,0.0746423170711098,-2.76673636536958,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
sat1,0.0626695776905787,0.0902784441069331,2.74669530937653,0.00604067195169345,0.0763285194767872,-2.7916822972544,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
smpd1,0.0704463671844082,-0.019263251800952,2.74441865805426,0.00608266862714733,0.0763285194767872,-2.79777914706794,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
c1galt1c1,0.0387677209131956,-0.0014899936942866,2.74438954729216,0.00608320732346776,0.0763285194767872,-2.79785707276419,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
hk2,0.0385581498204291,-0.0112283413565028,2.72935707363681,0.00636719507982392,0.0795489479715341,-2.83798694031393,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
icoslg,-0.0264696932038707,0.00300986815485255,-2.72728934666736,0.00640717763984192,0.0797063850836745,-2.84348963721605,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ezr,-0.0311211358830125,-0.00865956412966087,-2.71598782426662,0.00662972873308415,0.0818983992530057,-2.87349211334748,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
cxcl12,0.054078302741108,0.00187285494065484,2.71549197558333,0.00663965036884553,0.0818983992530057,-2.87480561244514,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
adgrf5,0.0324267496296226,-0.0332497225609204,2.71012154451893,0.00674796818000765,0.0828832716118239,-2.88901651979208,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
gsta1,-0.104874947071154,-0.0599555157225928,-2.69693051028038,0.00702079573916624,0.0855318744289043,-2.92380276081111,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
cntnap2,-0.0575634654484493,0.0173282447595098,-2.6968557594994,0.00702236962848098,0.0855318744289043,-2.92399940478312,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
calca,-0.0802869041873498,-0.0722996849326105,-2.68181233022998,0.00734563655441124,0.089096450041213,-2.96346296317098,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
lcp1,-0.0562746893520288,0.0761239299919706,-2.67541233925347,0.0074871688538831,0.089982344640624,-2.98018537047688,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
bmp4,-0.064928953254275,0.00991443610806397,-2.67432221006335,0.00751151880965419,0.089982344640624,-2.98302977586884,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
itgb7,-0.0637249505853756,0.031041457067903,-2.67328425350934,0.00753476938688289,0.089982344640624,-2.98573697619194,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
clec4d,0.0842079785851166,-0.0494745510573623,2.67294781739152,0.00754231950955419,0.089982344640624,-2.98661424464507,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
il2rg,0.0463076873379523,0.0276983285201576,2.67039637952413,0.00759979874223126,0.0902980168923886,-2.99326362077302,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
il33,0.0527510926300976,-0.0226265309727025,2.66737175977203,0.00766844651717009,0.0904452421338902,-3.00113796715832,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
klrc1,0.0691792316757947,0.0934132777430208,2.66564105940968,0.00770797665389997,0.0904452421338902,-3.00563969902052,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
cpm,0.0472213511126145,-0.0624712225959955,2.66563434884671,0.00770813028166567,0.0904452421338902,-3.00565714822361,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
rp2,-0.0415176216400103,0.00661121637118685,-2.66439848056845,0.00773647038520737,0.0904452421338902,-3.00886997906315,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ghr,-0.0361231342459125,-0.018542850802869,-2.65179301603124,0.00803090954077879,0.0935119106928282,-3.04155497309341,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ppy,-0.14275238316166,-0.0585404047076316,-2.64916545293238,0.00809353383918417,0.0938656454416937,-3.04834857283805,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
il15ra,0.0450192241468569,-0.0393303504330659,2.64608649152663,0.00816747274681694,0.094347274468191,-3.05630072290008,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
pla2g1b,-0.060154763797888,0.0409312144867466,-2.63677985189434,0.00839465492446946,0.0965883023127692,-3.08028126598855,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
khk,-0.0570787819624818,-0.0820973249736833,-2.62968014162975,0.00857174858293279,0.0982376382870761,-3.09851852687084,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
insl5,-0.111293491056995,-0.00281436556331968,-2.62803751750634,0.0086131947601595,0.0983255292032326,-3.10273100463375,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
notch2,-0.0271671859699324,0.0269059801208824,-2.61580412561531,0.00892754257939906,0.101394148979454,-3.13402072872847,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
icam5,0.0643930478137811,-0.021507227628781,2.61488134745809,0.00895166481886625,0.101394148979454,-3.1363750413965,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ctbs,0.0315239671637731,-0.0205483418427499,2.60944504186243,0.0090949602581898,0.10261794306818,-3.15022804069616,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
hdgfl2,-0.0484749898069346,-0.00488813465243798,-2.60525196960763,0.00920688096987096,0.103479654452874,-3.16089334434028,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
serpine1,0.0770131788916195,-0.0863665607283177,2.6003056600731,0.00934048647314455,0.104196648970648,-3.17345255613538,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
s100p,-0.0686379268228948,0.0190435608540381,-2.60024034438544,0.00934226224024015,0.104196648970648,-3.17361824045077,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
pkd1,-0.030786940667518,-0.0172497972133078,-2.5973351984406,0.00942155111285343,0.104679905685177,-3.18098343759513,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ccl20,0.119128412820964,0.114551167904696,2.59286358619529,0.00954476649112221,0.10532619785535,-3.19230393157476,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
guk1,0.0434425093847848,0.00517445043551049,2.59259965287738,0.00955208390031347,0.10532619785535,-3.19297150659577,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
pgm2,-0.0641932818676598,0.0775437001589179,-2.59004352712579,0.00962321041601399,0.105710058569874,-3.19943329080564,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
pnlip,-0.0741387508952016,0.0205049550923259,-2.57685227031776,0.00999783003544868,0.109150392687333,-3.23267920550503,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
cxcl17,0.0705953903610992,0.00301317797177545,2.57638312079298,0.010011389504472,0.109150392687333,-3.23385848483875,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
gask1a,0.0500337361724611,-0.00753142117477156,2.57201876517835,0.0101383163888018,0.110121787342545,-3.24481869955181,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ccl8,0.0779628987236821,-0.0647442810383263,2.56992790540042,0.010199630308878,0.110375925015405,-3.25006291334097,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
nptx2,0.0402410032064866,-0.0678054938489643,2.54420937363033,0.0109812813187094,0.118041274450877,-3.31422116948671,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
lyve1,-0.0221709453710788,0.00192676817934919,-2.54396137633398,0.0109890708952895,0.118041274450877,-3.31483669817666,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ca5a,-0.106580399160973,-0.0640819411718558,-2.54152463908763,0.0110658702184256,0.118429221344989,-3.32088149109782,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ruvbl1,0.137580454958027,0.292849629943616,2.53989313476733,0.0111175570147875,0.118546551172331,-3.32492552024188,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
acy3,-0.0620255808058297,0.0117958700420817,-2.53277936924264,0.0113454396684018,0.12053494479824,-3.34252822543516,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
smad3,0.0396246198898703,0.0186334218297652,2.52059571715132,0.011745380399874,0.124330190341939,-3.37256174612014,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
ceacam1,0.0319940100269419,-0.0197882606747217,2.51831040386313,0.0118217761144177,0.124685471989384,-3.37817910744173,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
serpina9,-0.0934804382835228,-0.0189952601202549,-2.51212035469084,0.012030921689149,0.126433260061778,-3.39336888613963,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
thop1,-0.0327213125754396,-0.0278268363010037,-2.50642100454324,0.0122263820491932,0.128025173184177,-3.40732156422826,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
gip,-0.0581794785719659,0.0526800071275109,-2.50343891367694,0.0123297708317561,0.128645028284021,-3.41460947497425,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
asgr2,0.030013781098254,0.00160784652817518,2.49833173473308,0.0125086366323472,0.130045147274153,-3.42707076977208,Suggestive (FDR<0.20),FALSE,1.71762281003092e-05
