protein,logFC,AveExpr,t,P.Value,fdr,B,sig_tier,bonferroni_sig,bonferroni_threshold
clasp1,0.0260154156213368,0.0732930113313797,0.812986194426315,0.416263273338675,0.769128584233487,-6.15095142242112,NS,FALSE,1.71762281003092e-05
snx2,0.0265811896628689,0.037584957529884,0.81291191891551,0.416305856378334,0.769128584233487,-6.15101039852533,NS,FALSE,1.71762281003092e-05
mavs,-0.0201687410824409,0.050840792368568,-0.812743981132202,0.416402146599786,0.769128584233487,-6.15114372431489,NS,FALSE,1.71762281003092e-05
fgfr4,-0.0198608111421123,0.0342023992418183,-0.811598271841089,0.417059410804492,0.769612948704101,-6.15205256799565,NS,FALSE,1.71762281003092e-05
amigo2,-0.00926657879315193,-0.00458521225379711,-0.811331933820621,0.417212289743065,0.769612948704101,-6.15226365929105,NS,FALSE,1.71762281003092e-05
dusp29,0.0238632029341892,0.0855677194329882,0.810904822970335,0.417457521815107,0.769612948704101,-6.15260202956481,NS,FALSE,1.71762281003092e-05
kir3dl2,-0.0313167009833383,0.214402529922278,-0.809540611652443,0.418241373068468,0.770138490403173,-6.15368160637152,NS,FALSE,1.71762281003092e-05
nudt16,-0.0181199334369559,0.000279569626479194,-0.809379895937172,0.418333774468029,0.770138490403173,-6.15380867006072,NS,FALSE,1.71762281003092e-05
gga1,0.0292349801916902,0.158648711348308,0.809027758369397,0.418536273382968,0.770138490403173,-6.15408698589252,NS,FALSE,1.71762281003092e-05
abhd14b,-0.0171958157792758,-0.0298205698473813,-0.808421698820395,0.418884926834826,0.770293128247744,-6.15456570824968,NS,FALSE,1.71762281003092e-05
thsd1,-0.0122343324292933,0.00965277495425218,-0.807025778499618,0.419688620728722,0.770893622919841,-6.1556669718987,NS,FALSE,1.71762281003092e-05
yes1,-0.0205569318032684,-0.0813366004307073,-0.806934653027021,0.419741117254534,0.770893622919841,-6.15573879606804,NS,FALSE,1.71762281003092e-05
dscam,0.0130267900673391,0.00648269359440782,0.805738004111431,0.420430853578886,0.771673527596555,-6.15668123018162,NS,FALSE,1.71762281003092e-05
dusp3,-0.0327204625848746,0.106222718447624,-0.803823587924749,0.421535687321231,0.773213853681225,-6.1581860420105,NS,FALSE,1.71762281003092e-05
fxn,-0.015297310987601,-0.00839575286244098,-0.802687257584238,0.422192282752657,0.773930563660569,-6.15907755302481,NS,FALSE,1.71762281003092e-05
adgrg1,-0.0237425397374258,0.0716274449708648,-0.800842400351283,0.423259555818159,0.774495924133592,-6.16052225548841,NS,FALSE,1.71762281003092e-05
ctsv,-0.0187429260645147,0.053228991861079,-0.800789622330567,0.423290111790966,0.774495924133592,-6.16056353690858,NS,FALSE,1.71762281003092e-05
slc13a1,-0.0220873041348648,0.0982076288627894,-0.800774492258812,0.423298871623684,0.774495924133592,-6.16057537070564,NS,FALSE,1.71762281003092e-05
txnl1,-0.0335990212150406,0.266094255118912,-0.800297894018512,0.423574861248666,0.774514083602302,-6.16094802164759,NS,FALSE,1.71762281003092e-05
tjp3,0.014638560329789,0.0248033102518986,0.798644690083646,0.424533018405171,0.775778792578439,-6.1622389384916,NS,FALSE,1.71762281003092e-05
stc2,0.0107145186466975,-0.00985085905742243,0.798169157837622,0.424808859927147,0.775795853982388,-6.16260976722329,NS,FALSE,1.71762281003092e-05
hnrnpul1,-0.0105741837400021,-0.0104001278899924,-0.796185108866949,0.42596087498276,0.777177170277579,-6.1641545822924,NS,FALSE,1.71762281003092e-05
il13ra2,0.00968592569653518,-0.024992443034735,0.795947094863262,0.426099197445213,0.777177170277579,-6.16433964591999,NS,FALSE,1.71762281003092e-05
calb2,0.0116347747678563,0.0143995053088206,0.794716516098346,0.426814769506838,0.777407439062938,-6.16529557857102,NS,FALSE,1.71762281003092e-05
arhgef5,-0.0260411073398051,0.0642453316925785,-0.794094557236338,0.427176700191452,0.777407439062938,-6.16577816330354,NS,FALSE,1.71762281003092e-05
tex33,-0.0147908000613067,0.038876070083568,-0.793596104139895,0.427466889403457,0.777407439062938,-6.16616464588401,NS,FALSE,1.71762281003092e-05
cxcl11,0.0290533223862847,0.0606772482096858,0.793518705443924,0.427511959642909,0.777407439062938,-6.16622463628425,NS,FALSE,1.71762281003092e-05
spink5,0.0132951177307475,0.00120577213176693,0.793063699968233,0.427776971056065,0.777407439062938,-6.16657718494423,NS,FALSE,1.71762281003092e-05
inppl1,0.0211037787221466,-0.0550353751451194,0.792643341824988,0.428021887632636,0.777407439062938,-6.16690270840225,NS,FALSE,1.71762281003092e-05
hras,-0.0361226482799223,0.272094694943165,-0.792479877526041,0.428117150167921,0.777407439062938,-6.16702924782658,NS,FALSE,1.71762281003092e-05
gad1,-0.00909062900582992,-0.00748025354307287,-0.791512401517571,0.428681221462982,0.777407439062938,-6.16777764691769,NS,FALSE,1.71762281003092e-05
glyr1,-0.0204024587978299,0.0937089579839986,-0.790889671446535,0.429044522805419,0.777407439062938,-6.16825888144124,NS,FALSE,1.71762281003092e-05
selplg,0.0119748791050461,-0.0286783252710702,0.790876654663115,0.429052118719751,0.777407439062938,-6.16826893653521,NS,FALSE,1.71762281003092e-05
atf2,0.0290008800466989,0.14873685183404,0.790686503596211,0.429163089857142,0.777407439062938,-6.16841580395232,NS,FALSE,1.71762281003092e-05
fcer1a,0.00836575730924601,-0.0148738258729283,0.78775340462313,0.430876943577749,0.779328686418737,-6.17067677568829,NS,FALSE,1.71762281003092e-05
kdr,0.0108190529814721,-0.0167647608928832,0.787679905997404,0.43091994087125,0.779328686418737,-6.17073332402166,NS,FALSE,1.71762281003092e-05
nid2,0.0276692724254405,0.0606635947308854,0.787497161779579,0.43102685851397,0.779328686418737,-6.17087390080733,NS,FALSE,1.71762281003092e-05
chm,-0.0142815595292334,0.0085811306181796,-0.786262233635004,0.431749777734442,0.780105918463938,-6.17182301988464,NS,FALSE,1.71762281003092e-05
trim58,-0.021437708228784,-0.0281087485137595,-0.785738437666193,0.432056616769707,0.780105918463938,-6.17222513988647,NS,FALSE,1.71762281003092e-05
cope,0.0190664050446632,0.0513281895923068,0.785021689053725,0.432476691910471,0.780105918463938,-6.17277495618537,NS,FALSE,1.71762281003092e-05
cdh15,-0.0215718088750013,-0.00296208554474276,-0.78487997210413,0.432559777995562,0.780105918463938,-6.17288360754989,NS,FALSE,1.71762281003092e-05
dkk3,0.0121219303163082,-0.00914711098488103,0.784059364739876,0.433041066951177,0.780105918463938,-6.17351236416093,NS,FALSE,1.71762281003092e-05
sh3gl3,-0.0304093958511947,-0.0203904288354729,-0.784019187423187,0.433064639037349,0.780105918463938,-6.17354313149074,NS,FALSE,1.71762281003092e-05
sirt2,-0.0154448152464541,-0.032042760203941,-0.782477788299182,0.433969540590763,0.781252524835937,-6.17472232705111,NS,FALSE,1.71762281003092e-05
bambi,-0.0109489301405094,-0.00321532412706147,-0.780845526945608,0.434928974784366,0.782471809814676,-6.17596850448533,NS,FALSE,1.71762281003092e-05
vasp,-0.0105340252146853,0.00283893791286465,-0.780411287196751,0.435184424627262,0.782471809814676,-6.17629959400957,NS,FALSE,1.71762281003092e-05
lypd3,-0.0136412003817314,-0.00143228859032129,-0.779053676570846,0.435983623512383,0.782646160282612,-6.17733352722638,NS,FALSE,1.71762281003092e-05
pibf1,-0.0130587105712432,-0.00701133374953504,-0.779026814594056,0.435999445168887,0.782646160282612,-6.177353966695,NS,FALSE,1.71762281003092e-05
lrp2bp,-0.0294128536820174,0.203028623797463,-0.778876532752084,0.436087967014221,0.782646160282612,-6.1774683042131,NS,FALSE,1.71762281003092e-05
cd69,-0.0161159803859509,-0.0934686625086764,-0.775274353123314,0.438212890146979,0.785975183744829,-6.18020231697716,NS,FALSE,1.71762281003092e-05
il13,0.0204350490071778,0.0627162709017817,0.773866341032541,0.43904509154706,0.786290579081901,-6.18126753761333,NS,FALSE,1.71762281003092e-05
clec4g,0.0134094065838371,-0.0329862421804483,0.773257493406598,0.439405230186283,0.786290579081901,-6.18172755701854,NS,FALSE,1.71762281003092e-05
cbln1,0.0328948090934739,0.205115695715301,0.773174309823118,0.439454447165963,0.786290579081901,-6.18179037889493,NS,FALSE,1.71762281003092e-05
s100a12,0.0283896456017667,-0.0582490290643297,0.772894271264111,0.439620160002041,0.786290579081901,-6.18200181985248,NS,FALSE,1.71762281003092e-05
paep,-0.0595630196919403,0.785779356732376,-0.772692996674506,0.439739286412001,0.786290579081901,-6.18215374338189,NS,FALSE,1.71762281003092e-05
gadd45b,-0.0196668535254309,0.0838207026224864,-0.771455552705292,0.440472087278877,0.78670152838362,-6.18308690587962,NS,FALSE,1.71762281003092e-05
il18rap,0.070052421027774,0.524750694655406,0.771006841160415,0.440737982322721,0.78670152838362,-6.18342491202358,NS,FALSE,1.71762281003092e-05
ank2,0.0253464094970091,0.177633250409054,0.770936172795007,0.44077986698512,0.78670152838362,-6.1834781272813,NS,FALSE,1.71762281003092e-05
ophn1,0.0190395533394894,-0.0657846341806846,0.770339624394301,0.441133528125231,0.786850306600826,-6.183927150594,NS,FALSE,1.71762281003092e-05
gabra4,-0.0227141068729999,0.11674875076932,-0.769541070397579,0.441607201871375,0.787212838118538,-6.18452768002883,NS,FALSE,1.71762281003092e-05
wfdc12,-0.0255770381398975,-0.125714097489464,-0.76883245806219,0.442027769281387,0.78748031602088,-6.18506004999062,NS,FALSE,1.71762281003092e-05
bid,-0.0194042276246986,-0.00218851097652429,-0.766831163488603,0.443216792029725,0.789115646237633,-6.18656094505306,NS,FALSE,1.71762281003092e-05
cracr2a,-0.0251702855684452,0.0887776369554968,-0.766194674994964,0.443595329774931,0.789306849006616,-6.1870374675623,NS,FALSE,1.71762281003092e-05
tnpo1,-0.0122065407858724,-0.00475984173903886,-0.762841976668423,0.445592321218275,0.791313353523737,-6.18954101614214,NS,FALSE,1.71762281003092e-05
yod1,-0.0185374210082553,-0.0338455304596963,-0.762698545324502,0.445677868391694,0.791313353523737,-6.18964787528657,NS,FALSE,1.71762281003092e-05
fhip2a,0.0159536500528962,0.0117324210859106,0.762629378757998,0.445719124953089,0.791313353523737,-6.18969939854597,NS,FALSE,1.71762281003092e-05
fabp5,-0.0156445408859996,-0.0225244737768584,-0.762215014096353,0.445966331285398,0.791313353523737,-6.19000796745215,NS,FALSE,1.71762281003092e-05
tp73,0.0118309899139504,-0.0143864445533364,0.761892542521577,0.446158769043767,0.791313353523737,-6.19024798943957,NS,FALSE,1.71762281003092e-05
lag3,0.0162514010916381,0.0171843971447772,0.761399089551988,0.446453333003259,0.791313353523737,-6.19061507968822,NS,FALSE,1.71762281003092e-05
tjap1,0.0147188254725759,-0.0316547628731666,0.761110180965299,0.44662584673291,0.791313353523737,-6.19082989462336,NS,FALSE,1.71762281003092e-05
crx,0.0430862686644395,0.330403653132959,0.759934949550793,0.447327994515422,0.792075299290994,-6.19170288541589,NS,FALSE,1.71762281003092e-05
folr2,0.0117080335781629,0.0199483064644278,0.758797963335639,0.448007889644206,0.792796940276161,-6.1925461831361,NS,FALSE,1.71762281003092e-05
clstn1,0.0211911202794702,0.0354265708491165,0.757817308263762,0.448594773257811,0.793301985847553,-6.19327251678348,NS,FALSE,1.71762281003092e-05
cd200,-0.00980854019302446,-0.00139399688160097,-0.756625963702017,0.449308333283256,0.793301985847553,-6.19415363665845,NS,FALSE,1.71762281003092e-05
farsa,0.0179479383683703,0.0751579444877136,0.756620958781435,0.44931133235586,0.793301985847553,-6.19415733538028,NS,FALSE,1.71762281003092e-05
ivd,-0.0195602179520391,0.00527333356024469,-0.756500755249118,0.449383364707185,0.793301985847553,-6.19424616049571,NS,FALSE,1.71762281003092e-05
nudt2,-0.017751378589662,0.0132090884726282,-0.755524607617449,0.449968566870421,0.793493833372701,-6.1949669680649,NS,FALSE,1.71762281003092e-05
vav3,0.0134383963617562,-0.0139024124640574,0.755339479315911,0.4500796003184,0.793493833372701,-6.19510356565793,NS,FALSE,1.71762281003092e-05
tbr1,0.0169731788029611,0.0796691666325353,0.75480826975705,0.450398287341217,0.793493833372701,-6.19549533477706,NS,FALSE,1.71762281003092e-05
mfap3,0.0195599644232825,0.0427284749589068,0.754338830830004,0.450680022874874,0.793493833372701,-6.19584131845954,NS,FALSE,1.71762281003092e-05
tdo2,-0.0133008216622545,0.0197709365980264,-0.754047420523692,0.450854964066797,0.793493833372701,-6.19605598406519,NS,FALSE,1.71762281003092e-05
ncam2,-0.0105616937897604,0.018657722653698,-0.752444467347097,0.451817945832037,0.794708181460459,-6.19723530701162,NS,FALSE,1.71762281003092e-05
il9,-0.0190374244905538,0.0749334969654388,-0.751611471834347,0.452318830861204,0.795108766085124,-6.19784716681447,NS,FALSE,1.71762281003092e-05
nlgn2,0.0159752125764692,0.0758244093445918,0.75087046375098,0.452764666990133,0.795412157880674,-6.19839088965673,NS,FALSE,1.71762281003092e-05
brme1,-0.0137885118796414,0.0109282676547762,-0.750374959398294,0.453062931400904,0.79545608764055,-6.19875417227803,NS,FALSE,1.71762281003092e-05
traf3,-0.0115460951824907,0.0209731944417038,-0.748649990072602,0.454102126302781,0.796026130694674,-6.20001697594217,NS,FALSE,1.71762281003092e-05
mybpc1,0.0232791257813414,0.0188572567576657,0.748599409828193,0.454132618267605,0.796026130694674,-6.20005396052958,NS,FALSE,1.71762281003092e-05
unc79,-0.0171100527459964,0.0371869000138816,-0.74840900843309,0.454247410839707,0.796026130694674,-6.20019316080428,NS,FALSE,1.71762281003092e-05
triap1,0.0109475951909009,-0.0245644527019284,0.748020942848649,0.45448142535711,0.796026130694674,-6.20047676149455,NS,FALSE,1.71762281003092e-05
tsnax,0.01143415205199,0.00225403046437328,0.747404895182692,0.454853059054412,0.796197988519178,-6.20092667084888,NS,FALSE,1.71762281003092e-05
casp9,0.0183023873918934,-0.0014763506055385,0.746267495248537,0.455539650700174,0.796722963738934,-6.20175635824042,NS,FALSE,1.71762281003092e-05
scn3b,0.0150668217508606,0.0529348874167898,0.746001413072166,0.455700355419212,0.796722963738934,-6.20195027212397,NS,FALSE,1.71762281003092e-05
nudt5,-0.00967172212335643,-0.01536309944849,-0.745451814698036,0.456032395427285,0.796824911818023,-6.20235058647371,NS,FALSE,1.71762281003092e-05
robo2,-0.00896716657959507,0.0186912075385189,-0.744000033153317,0.456910143999913,0.797879681573933,-6.20340661085883,NS,FALSE,1.71762281003092e-05
hexim1,-0.0150846841306687,-0.0391109612139784,-0.742990792504589,0.457520890931144,0.798467214328874,-6.2041395187337,NS,FALSE,1.71762281003092e-05
klk12,-0.0543621617845536,-0.463602827330498,-0.741702738124863,0.458301028858164,0.798861773082649,-6.205073455614,NS,FALSE,1.71762281003092e-05
cxcl3,-0.0238874057236157,-0.097737038673798,-0.741132097984788,0.458646887776586,0.798861773082649,-6.20548669501815,NS,FALSE,1.71762281003092e-05
cxcl1,-0.0318867236160942,0.0809462780977622,-0.740885112747537,0.458796628273218,0.798861773082649,-6.20566545525644,NS,FALSE,1.71762281003092e-05
mtif3,0.016309174092269,-0.0156744699693275,0.740805852799921,0.458844687253243,0.798861773082649,-6.20572280851681,NS,FALSE,1.71762281003092e-05
treml2,0.0108893432040891,-0.00544643302221035,0.73841355468862,0.460296575962052,0.800555413024462,-6.20745101150575,NS,FALSE,1.71762281003092e-05
rln1,-0.0284669091136514,0.235687286688441,-0.737523423332627,0.460837453322842,0.800555413024462,-6.20809261833722,NS,FALSE,1.71762281003092e-05
guca2a,0.0125148930642577,-0.00533561457389518,0.737408956460124,0.460907033490589,0.800555413024462,-6.20817506993209,NS,FALSE,1.71762281003092e-05
mrpl58,-0.021793179504125,0.11612028887688,-0.737174265951804,0.461049711516411,0.800555413024462,-6.20834407976239,NS,FALSE,1.71762281003092e-05
klk4,0.0243342398598839,0.0532349051125435,0.736124274576811,0.461688346781047,0.800555413024462,-6.20909956106846,NS,FALSE,1.71762281003092e-05
ndst1,0.0216023792063509,0.127400731463743,0.735651333230083,0.461976164787905,0.800555413024462,-6.20943949632833,NS,FALSE,1.71762281003092e-05
asrgl1,0.0208585326667597,-0.0381427932210346,0.735512135171916,0.462060895657173,0.800555413024462,-6.2095395058789,NS,FALSE,1.71762281003092e-05
srp14,-0.0185598050562804,-0.0488010013900552,-0.734971954328972,0.462389789817527,0.800555413024462,-6.20992743011923,NS,FALSE,1.71762281003092e-05
cnp,-0.0128775487250893,-0.0361478444351738,-0.73468523757313,0.462564413062195,0.800555413024462,-6.21013321647615,NS,FALSE,1.71762281003092e-05
coro6,0.0116852648688113,0.013123077036883,0.734680049942947,0.462567572898366,0.800555413024462,-6.21013693907604,NS,FALSE,1.71762281003092e-05
dennd2b,-0.0167971367377042,0.082753351901535,-0.733308575022205,0.463403374028268,0.800931409174523,-6.21112017588285,NS,FALSE,1.71762281003092e-05
metap1d,-0.0155926362056865,-0.0219670857103256,-0.733013371786532,0.46358338614055,0.800931409174523,-6.21133157254233,NS,FALSE,1.71762281003092e-05
pof1b,0.014690680732059,0.0541489212258389,0.732602594291957,0.463833939155734,0.800931409174523,-6.21162559096639,NS,FALSE,1.71762281003092e-05
nfe2,-0.0115865465480187,0.00390081443317171,-0.732518264910797,0.463885385045773,0.800931409174523,-6.21168593024423,NS,FALSE,1.71762281003092e-05
maneal,0.0170911330442681,-0.0155816028364507,0.731111022702627,0.464744354613967,0.801938835969921,-6.21269181397671,NS,FALSE,1.71762281003092e-05
thrap3,-0.0375530917876276,0.384176565804314,-0.729528083336408,0.465711625089669,0.802071199206895,-6.21382097331797,NS,FALSE,1.71762281003092e-05
spp1,0.0172484756120942,-0.0294272696717605,0.729361515453712,0.465813473028912,0.802071199206895,-6.21393964902555,NS,FALSE,1.71762281003092e-05
caps,-0.029878140088157,0.162319454969173,-0.728555138068697,0.466306707463723,0.802071199206895,-6.21451379091485,NS,FALSE,1.71762281003092e-05
rps10,0.0138359531538958,0.0252498893584314,0.728368271806699,0.46642104876631,0.802071199206895,-6.21464674934557,NS,FALSE,1.71762281003092e-05
cst3,0.00900181580234349,-0.0444860793927697,0.728051808367933,0.466614724580985,0.802071199206895,-6.2148718405336,NS,FALSE,1.71762281003092e-05
akt3,0.0117171548845627,-0.00448732169663825,0.727992812929198,0.466650834760975,0.802071199206895,-6.21491379144784,NS,FALSE,1.71762281003092e-05
gpkow,-0.00925836274075026,-0.0131736926402606,-0.72783117189029,0.466749780644617,0.802071199206895,-6.2150287149444,NS,FALSE,1.71762281003092e-05
sat2,0.021798060936506,0.0376072914205133,0.727220958279286,0.467123417722571,0.802102191753621,-6.21546233446045,NS,FALSE,1.71762281003092e-05
pdzk1,-0.0133482007162894,0.0205953022566493,-0.726880608259289,0.467331887927844,0.802102191753621,-6.21570403018025,NS,FALSE,1.71762281003092e-05
zp4,-0.0105276804952725,0.0343407164642414,-0.726452080988738,0.467594441568497,0.802102191753621,-6.21600818309967,NS,FALSE,1.71762281003092e-05
atraid,-0.00836452656561225,-0.00591066176968161,-0.72584140077684,0.467968739444441,0.802271496185376,-6.21644131162252,NS,FALSE,1.71762281003092e-05
fam3c,-0.00978882775325679,-0.0441911588624198,-0.72474043976767,0.468643959300187,0.802956189242404,-6.21722125456034,NS,FALSE,1.71762281003092e-05
acta2,0.015423794325619,-0.0329311836073032,0.723957672462888,0.469124358705264,0.803035290342388,-6.21777506271135,NS,FALSE,1.71762281003092e-05
lrp2,0.0119777773161925,0.0081096786975511,0.723766296588452,0.469241851210032,0.803035290342388,-6.21791037018484,NS,FALSE,1.71762281003092e-05
masp1,0.00875569854526222,-0.0223083612835735,0.721211255694176,0.470812040816927,0.803932725555917,-6.21971342096436,NS,FALSE,1.71762281003092e-05
cyth3,0.0226738120124801,0.101840307285114,0.721188205320149,0.470826219517143,0.803932725555917,-6.21972965822277,NS,FALSE,1.71762281003092e-05
bcl2l15,0.0168669191648175,0.0452797375959139,0.720756058858651,0.471092084221515,0.803932725555917,-6.22003397691182,NS,FALSE,1.71762281003092e-05
ralb,0.00980472853677409,-0.00865234628277767,0.720686303333248,0.471135006909326,0.803932725555917,-6.22008308184431,NS,FALSE,1.71762281003092e-05
krt17,-0.0122017739617148,0.00170239394668835,-0.720605794669948,0.471184549011323,0.803932725555917,-6.22013975062281,NS,FALSE,1.71762281003092e-05
mag,-0.0154246942150655,-0.0295713417072732,-0.719969859483085,0.471575981402939,0.803932725555917,-6.22058715291035,NS,FALSE,1.71762281003092e-05
araf,0.0188016686302037,0.0428688756661852,0.719769330418137,0.47169944872879,0.803932725555917,-6.22072815010844,NS,FALSE,1.71762281003092e-05
ddah1,-0.011356673786122,-0.00930663087081714,-0.718780664917166,0.472308438387073,0.804059670798615,-6.2214227324516,NS,FALSE,1.71762281003092e-05
ppl,0.00954864942137749,-0.0117468196237687,0.718393175421849,0.472547238943972,0.804059670798615,-6.22169470102342,NS,FALSE,1.71762281003092e-05
aspscr1,-0.013536059284265,-0.0264255719768043,-0.718303399310517,0.472602575313099,0.804059670798615,-6.22175769156719,NS,FALSE,1.71762281003092e-05
cmc1,-0.0114811810880401,-0.0168320412654328,-0.717058460792044,0.473370300664346,0.80442792653616,-6.22263037936166,NS,FALSE,1.71762281003092e-05
tk1,-0.0150091381198025,0.031455559429379,-0.717056181819857,0.473371706683766,0.80442792653616,-6.22263197550732,NS,FALSE,1.71762281003092e-05
lap3,-0.014101830457769,-0.0350468053915682,-0.716273518257289,0.473854709433683,0.804778914329901,-6.22317983720069,NS,FALSE,1.71762281003092e-05
mslnl,-0.0118785124376924,0.018352570703948,-0.715081346321368,0.474590951316305,0.805559334858171,-6.22401320372933,NS,FALSE,1.71762281003092e-05
lmod2,-0.0205228454592288,0.074785743420899,-0.713840509075278,0.475357914058668,0.806087746053153,-6.22487911479596,NS,FALSE,1.71762281003092e-05
nxph3,-0.00940459865160245,0.00807732321905607,-0.713681763662264,0.475456083810809,0.806087746053153,-6.22498978587787,NS,FALSE,1.71762281003092e-05
gpi,-0.00729497213907375,0.00129679557215934,-0.711941131687625,0.476533237463755,0.807443686994755,-6.22620167199461,NS,FALSE,1.71762281003092e-05
tnfaip8,-0.0114973579779934,-0.00504777241247813,-0.711473575838018,0.476822802274695,0.807464326597811,-6.22652669587401,NS,FALSE,1.71762281003092e-05
lat2,0.0215079352645184,-0.0374455005030028,0.708645673777511,0.478576219786785,0.809539202488407,-6.22848797635271,NS,FALSE,1.71762281003092e-05
erc2,-0.0224343265022738,0.135487033720545,-0.708074506923757,0.478930794334237,0.809539202488407,-6.22888315894934,NS,FALSE,1.71762281003092e-05
clspn,0.0129326318267161,0.0296026992915928,0.707935924085952,0.479016846770387,0.809539202488407,-6.22897899450837,NS,FALSE,1.71762281003092e-05
lcn2,0.0127874608162717,-0.0177051260639843,0.707704702361249,0.479160441733949,0.809539202488407,-6.22913885180101,NS,FALSE,1.71762281003092e-05
ung,0.0109598330969017,-0.0084433741206671,0.707077199964179,0.479550256168925,0.809727839737669,-6.22957241831868,NS,FALSE,1.71762281003092e-05
ak2,-0.0181205742753753,-0.0590645831768467,-0.705854583357278,0.480310261857926,0.810291853498456,-6.2304160685849,NS,FALSE,1.71762281003092e-05
c9orf40,-0.0247126316244137,0.0413593425911301,-0.705644378623388,0.480440995925227,0.810291853498456,-6.23056097049345,NS,FALSE,1.71762281003092e-05
tp53,0.0135566645827693,-0.0179766690727336,0.705045396186234,0.480813631532725,0.810450770927482,-6.23097363460952,NS,FALSE,1.71762281003092e-05
angptl1,0.0105854046564223,0.016139583170627,0.70345635434976,0.481802959926554,0.811392335471522,-6.23206669448776,NS,FALSE,1.71762281003092e-05
dnm1,0.021471014011965,-0.0957315970320987,0.702959769397928,0.48211235789617,0.811392335471522,-6.23240777644602,NS,FALSE,1.71762281003092e-05
adh4,-0.0273756467090972,-0.113960111168086,-0.702395107219855,0.482464302742159,0.811392335471522,-6.23279532500293,NS,FALSE,1.71762281003092e-05
prc1,-0.0130948281683541,0.0630363296785776,-0.70235843718248,0.482487163415048,0.811392335471522,-6.23282048224021,NS,FALSE,1.71762281003092e-05
rspo1,0.0124799812684138,-0.00773043851766418,0.700653913376764,0.483550439700946,0.812710929543565,-6.23398841039037,NS,FALSE,1.71762281003092e-05
rwdd1,-0.00946144571211161,-0.0343571544781284,-0.699967315536581,0.483979096263894,0.812962001860471,-6.23445806094854,NS,FALSE,1.71762281003092e-05
cnpy2,0.0207334641185391,0.0971485929208957,0.698198420361818,0.485084401518288,0.813658162954394,-6.23566590983689,NS,FALSE,1.71762281003092e-05
tagln3,0.0197952815561672,-0.0122417029674381,0.697968849577606,0.485227950452235,0.813658162954394,-6.23582244288496,NS,FALSE,1.71762281003092e-05
ca9,-0.0168900641278964,0.0341673113117116,-0.697904492775954,0.485268196418826,0.813658162954394,-6.23586631539237,NS,FALSE,1.71762281003092e-05
gpihbp1,-0.0226128973860927,-0.0935412930095674,-0.697515352034739,0.48551158675774,0.813658162954394,-6.23613150934264,NS,FALSE,1.71762281003092e-05
cd84,-0.00772352881189974,-0.0118622858909539,-0.695524888467775,0.486757566791515,0.814819200418422,-6.23748566956603,NS,FALSE,1.71762281003092e-05
cd4,0.00980310329336973,-0.0118672585573557,0.695501164226058,0.486772427984644,0.814819200418422,-6.23750178640547,NS,FALSE,1.71762281003092e-05
shd,-0.0269634879378287,0.219787596031543,-0.695063570691561,0.48704658660146,0.814819200418422,-6.23779896287188,NS,FALSE,1.71762281003092e-05
ccn3,-0.0109699663665168,-0.0340224665260858,-0.694620882504528,0.487324021961001,0.814819200418422,-6.23809940891617,NS,FALSE,1.71762281003092e-05
igsf8,-0.00830096529017126,-0.00809837414541054,-0.693704256346283,0.48789874834792,0.815298102876059,-6.23872090138916,NS,FALSE,1.71762281003092e-05
nsfl1c,-0.0169292543376879,-0.0531918589768949,-0.693270898276313,0.488170592000333,0.815298102876059,-6.23901444192888,NS,FALSE,1.71762281003092e-05
nup50,0.0116608797992967,0.03721041696234,0.692693876152424,0.488532682294499,0.815352757656983,-6.23940501045004,NS,FALSE,1.71762281003092e-05
cert,0.0135284624166844,-0.0293404381049024,0.692028666913113,0.488950291011421,0.815352757656983,-6.23985486662687,NS,FALSE,1.71762281003092e-05
susd5,-0.0107593291808354,-0.0643803684735982,-0.691880079403097,0.489043598374817,0.815352757656983,-6.23995529177003,NS,FALSE,1.71762281003092e-05
sumf2,0.0153300713405851,-0.0801451068374209,0.690240132026034,0.490074060636647,0.815665153405313,-6.24106224312837,NS,FALSE,1.71762281003092e-05
vnn1,-0.0232688096391185,-0.106032761143475,-0.690184950448502,0.490108754331946,0.815665153405313,-6.24109944457774,NS,FALSE,1.71762281003092e-05
frmd4b,0.0155133043480098,0.0715612402012013,0.690038393687616,0.490200903738492,0.815665153405313,-6.2411982334765,NS,FALSE,1.71762281003092e-05
ptprs,0.00847491429137495,0.00922943360245413,0.689240689376646,0.490702633758471,0.815665153405313,-6.24173557087058,NS,FALSE,1.71762281003092e-05
shmt1,0.0215504599813133,-0.0474923025440362,0.688991037483006,0.490859713370249,0.815665153405313,-6.24190360989217,NS,FALSE,1.71762281003092e-05
upk3bl1,-0.0172953418776061,0.0650369779840995,-0.687311090403165,0.491917429436403,0.815665153405313,-6.24303278821717,NS,FALSE,1.71762281003092e-05
gmpr2,0.0112609858761648,-0.00567074674034809,0.686507421658102,0.492423861773995,0.815665153405313,-6.24357200045448,NS,FALSE,1.71762281003092e-05
luzp2,-0.0135438609349824,0.0372273307136953,-0.686176950423094,0.492632189529676,0.815665153405313,-6.24379354329348,NS,FALSE,1.71762281003092e-05
ciapin1,0.00993778543193122,-0.0418057187624649,0.68520228221116,0.493246891645034,0.815665153405313,-6.24444632475246,NS,FALSE,1.71762281003092e-05
defb118,0.0169640494590928,0.0814670732193758,0.685030090330917,0.493355532028823,0.815665153405313,-6.24456155338307,NS,FALSE,1.71762281003092e-05
