protein,comparison,logFC,AveExpr,t,P.Value,adj.P.Val,B
sf3b4,combined_vs_hc,-0.0097523539607812,0.0133557871924456,-0.277820464229593,0.78116490050128,0.995266695411486,-6.22031128259281
nsfl1c,combined_vs_hc,0.00819024196689129,-0.015213087447333,0.277638914383787,0.781304265785403,0.995266695411486,-6.22035990169054
snap23,combined_vs_hc,-0.00712783715527737,-0.125148520756885,-0.277510584043894,0.781402781781412,0.995266695411486,-6.22039424941859
folh1,combined_vs_hc,-0.0151070363515877,0.312644010665261,-0.277351047824125,0.781525258644795,0.995266695411486,-6.22043692728692
lrig1,combined_vs_hc,0.00576208438476202,-0.00500557299285516,0.277272472382682,0.78158558345071,0.995266695411486,-6.22045793814801
fuca1,combined_vs_hc,0.0140655339466368,-0.144854293244793,0.276924197078048,0.781852981036947,0.995266695411486,-6.2205509943539
sh2d1a,combined_vs_hc,-0.00797392281975201,0.0657989148599268,-0.276866517264543,0.781897268731682,0.995266695411486,-6.22056639462204
tnip1,combined_vs_hc,-0.00744865221732241,-0.000539332919656394,-0.276798988270483,0.781949119719803,0.995266695411486,-6.22058442050351
naa10,combined_vs_hc,0.0058841643741575,-0.021946433614851,0.276736864720142,0.78199682108616,0.995266695411486,-6.2206009995976
cndp1,combined_vs_hc,-0.0077832849945019,-0.073087521630594,-0.274633868820642,0.783612082439182,0.995266695411486,-6.22116003714114
znf174,combined_vs_hc,0.00556288078045154,0.0448218972741298,0.274473325041685,0.783735430745435,0.995266695411486,-6.22120253915656
stx16,combined_vs_hc,-0.00897577844165726,0.0694751814924177,-0.273501160292785,0.784482476220824,0.995266695411486,-6.22145937708205
arsa,combined_vs_hc,-0.00693978487407654,0.0615973095028647,-0.273005273880416,0.78486360929408,0.995266695411486,-6.22159003522475
il13,combined_vs_hc,0.00763473427898373,0.051711566193829,0.272888713131967,0.784953204152632,0.995266695411486,-6.22162071270284
stk24,combined_vs_hc,0.00593590509251818,0.0101116727300501,0.272860606310474,0.784974808993494,0.995266695411486,-6.22162810814165
ptprb,combined_vs_hc,-0.00414785539157816,0.0213498309024395,-0.272544838520344,0.785217541274296,0.995266695411486,-6.22171114029948
txlna,combined_vs_hc,-0.00699600611448292,-0.0317913553345009,-0.271643003532449,0.785910901326532,0.995266695411486,-6.22194775132666
dkk1,combined_vs_hc,0.00794225542340209,-0.0177510828153346,0.271336560466505,0.786146543421351,0.995266695411486,-6.22202797312371
sit1,combined_vs_hc,-0.00931107818908583,0.0176932392397234,-0.271139545231853,0.786298050373314,0.995266695411486,-6.22207950067974
ppm1b,combined_vs_hc,0.00877586789540841,0.100240389218091,0.271104095269498,0.786325312656328,0.995266695411486,-6.22208876832438
lrrfip1,combined_vs_hc,0.0052125131195561,0.0515738292991837,0.270879211274244,0.78649826255734,0.995266695411486,-6.22214753127486
mrpl28,combined_vs_hc,-0.0051357433655468,0.0380480367181015,-0.27047227735267,0.786811247055448,0.995266695411486,-6.22225374053485
anxa5,combined_vs_hc,-0.00473220029969432,0.019313356997388,-0.270083658409585,0.787110177148423,0.995266695411486,-6.22235502055711
gfap,combined_vs_hc,-0.0076008156551346,0.102426916093951,-0.269878123303217,0.78726828977196,0.995266695411486,-6.22240852726499
apex1,combined_vs_hc,0.0080284655966687,0.0126853698616364,0.269633545602479,0.787456448242329,0.995266695411486,-6.22247214481108
c19orf12,combined_vs_hc,0.00982167472187501,0.12975637973666,0.26946825841433,0.787583613979491,0.995266695411486,-6.22251510529861
nudt15,combined_vs_hc,-0.00699593057836402,0.0576683260345659,-0.269213678065937,0.787779489592889,0.995266695411486,-6.22258122281419
prss27,combined_vs_hc,0.00605283646410235,-0.0122384691886877,0.268365434316296,0.788432230153293,0.995266695411486,-6.22280107071635
akr7l,combined_vs_hc,-0.00892184332944126,0.132230703544053,-0.26770401542426,0.7889413084045,0.995266695411486,-6.22297201594048
rnaset2,combined_vs_hc,0.00366288906840781,0.0313861789407589,0.267479257807549,0.789114319485873,0.995266695411486,-6.22303000903689
nenf,combined_vs_hc,0.0149784057061497,0.356938043286359,0.266527046890478,0.789847415697453,0.995266695411486,-6.22327516300261
angptl3,combined_vs_hc,0.00546923566465998,0.0112047482689771,0.266470443072538,0.78989100019144,0.995266695411486,-6.22328970855773
btn2a1,combined_vs_hc,-0.00350645710996755,0.0413389939237663,-0.264728385169607,0.791232691957714,0.995266695411486,-6.22373585677593
smpdl3a,combined_vs_hc,-0.010731988355795,-0.0433689734642,-0.264704720599677,0.791250922119685,0.995266695411486,-6.22374189722502
