protein,comparison,logFC,AveExpr,t,P.Value,adj.P.Val,B
cd248,combined_vs_hc,-0.0815928635755245,-0.0284704624579801,-4.55415187874366,5.38012024621485e-06,0.000355943864471169,3.63557038362892
mstn,combined_vs_hc,-0.12129595956309,-0.0870320777222197,-4.51711471441566,6.40781797732011e-06,0.000414514625155085,3.47213701933441
dkk4,combined_vs_hc,-0.104066906286869,-0.0179680312729723,-4.50394693547049,6.81655516089574e-06,0.000431369392899294,3.41435075225906
gsr,combined_vs_hc,-0.0422591161592595,-0.0193183757122731,-4.49761747846965,7.02179275517224e-06,0.000434902951283114,3.38663374035316
itgb6,combined_vs_hc,-0.0697383014341479,-0.0506875139971296,-4.48356416365549,7.49882549152614e-06,0.000454772520954846,3.32523180901739
cd8a,combined_vs_hc,-0.113189359602318,0.0313866560492589,-4.43424791320782,9.43019872453661e-06,0.000560230785451552,3.11126702918391
galnt7,combined_vs_hc,-0.046862514314618,0.00110647540720334,-4.37827565720856,1.21973965502411e-05,0.000710132427155036,2.8712694615619
dpp6,combined_vs_hc,-0.0786829989019378,0.00744489853691127,-4.37061350832667,1.2631760846579e-05,0.000721001094595912,2.83865117485213
lpo,combined_vs_hc,-0.135479436401435,0.0478261393388563,-4.35262549688103,1.37102536292112e-05,0.000758846234102648,2.76229781929622
chrdl2,combined_vs_hc,-0.12680603967246,0.00512781531660492,-4.35093252688793,1.38161629706082e-05,0.000758846234102648,2.75512779519695
amy2b,combined_vs_hc,-0.107716464204055,0.00791326373524652,-4.33126976996206,1.51048253951626e-05,0.000814261976394786,2.67205539645772
rgma,combined_vs_hc,-0.0696528352439688,-0.010060877829161,-4.2934573766458,1.79120257350494e-05,0.000948034671176887,2.51335311361815
ctsf,combined_vs_hc,0.0940199077823509,0.0020691748318258,4.2880194109628,1.83545079921925e-05,0.000954106656522721,2.49064306590608
col15a1,combined_vs_hc,-0.0487413262450436,-0.0380578666856209,-4.22211998751348,2.46154159325971e-05,0.00125711361017176,2.21770521474638
rnaset2,combined_vs_hc,0.0524803913446683,-0.0215900349169404,4.20945562202694,2.60314506082263e-05,0.0013065095296646,2.16573360759698
plaur,combined_vs_hc,0.0546270526587168,0.00461066000000891,4.17907559163654,2.97509454887164e-05,0.00146788139521447,2.0416930993815
cd83,combined_vs_hc,0.065540190229341,0.010718450996807,4.12327627453722,3.79355618167813e-05,0.0018405070074775,1.81619126413641
nptxr,combined_vs_hc,-0.0708617626231403,0.0313310403748743,-4.08993812315738,4.38022340249589e-05,0.00209030005322386,1.68289861476346
cpa2,combined_vs_hc,-0.138090682927263,0.0232372697703061,-4.06456575428141,4.88335855528746e-05,0.00229281560555513,1.5821751611138
megf10,combined_vs_hc,-0.0840950562001864,-0.014767366232596,-4.05846110901009,5.01234534029665e-05,0.00231602179136564,1.5580338239873
igdcc4,combined_vs_hc,-0.0469952316728377,9.57229925554362e-05,-4.0515958203565,5.1612615523403e-05,0.00234756755919728,1.53092752668514
hla_a,combined_vs_hc,0.0601735537420338,-0.0310892963067568,4.03628336039329,5.50865672863365e-05,0.00246703072877732,1.47063343204487
lamp3,combined_vs_hc,0.120282790586993,0.0107260929086845,4.03155973216696,5.62021883225684e-05,0.00247885712434843,1.45207953151219
rgmb,combined_vs_hc,-0.0490333677902209,-0.0297908599336826,-4.00904357593396,6.18206616150237e-05,0.00268596934270648,1.36393521424116
mepe,combined_vs_hc,-0.0532434552433493,-0.0540758720639457,-4.00191041014807,6.37088396281536e-05,0.00272730047290523,1.33611322660607
plxdc1,combined_vs_hc,-0.0682413989656563,0.0123822920705858,-3.9881062024288,6.75190090119426e-05,0.00284851935121398,1.28241154128045
vat1,combined_vs_hc,-0.0411612069813972,-0.000797385180100124,-3.9844588839162,6.85611779891233e-05,0.00285116555894768,1.26825339279356
thy1,combined_vs_hc,-0.0540418986937016,-0.00377563427943061,-3.96953301538741,7.29867813166373e-05,0.00299245803398213,1.21044834489371
cbln4,combined_vs_hc,-0.0681754180532136,-0.021933168337037,-3.95507244309881,7.7531149474425e-05,0.00313462744611182,1.15465092702998
ckb,combined_vs_hc,0.114931789530749,0.00144297151919176,3.92812426609545,8.67226707249247e-05,0.00343924898784794,1.05120897897458
chgb,combined_vs_hc,-0.0813307279153568,-0.0233001057784196,-3.92616804364846,8.74285211613699e-05,0.00343924898784794,1.04372728463416
grp,combined_vs_hc,-0.0939216259196044,-0.0124454760137173,-3.89123999647815,0.000100982743857403,0.00391947689825198,0.910766348182512
il22,combined_vs_hc,0.121776526305158,0.0322116138766547,3.88328413963199,0.000104336174718529,0.00399635006060051,0.880645856513923
folr1,combined_vs_hc,0.0531309630558108,0.0212831670980986,3.85467703108416,0.000117283304774897,0.00443391818441201,0.772847066744147
psap,combined_vs_hc,0.0415532746188521,-0.0166367001088642,3.8473057225202,0.00012085708568337,0.00451044841569604,0.745198515086437
amy2a,combined_vs_hc,-0.0953342324068146,0.00637283546184544,-3.78804747624235,0.000153554022210743,0.00565817416019587,0.524842491069393
ada,combined_vs_hc,-0.0603537840412479,0.00109903678179273,-3.77409476621105,0.000162381781215317,0.00590866706397236,0.473453008758368
ptprf,combined_vs_hc,0.0567676783438823,-0.0502731274816249,3.76696154171952,0.000167077344467621,0.00593998055842072,0.447253345369449
clec4m,combined_vs_hc,-0.0839931800827969,0.0326472828142861,-3.76378064812362,0.000169212152559272,0.00593998055842072,0.435586112169496
fgfbp2,combined_vs_hc,-0.0872719040937961,0.0136257382523432,-3.76355594485154,0.000169363925231508,0.00593998055842072,0.434762291308661
hspa1a,combined_vs_hc,-0.0687351774424419,-0.0113765455062926,-3.74626296864058,0.000181436179761507,0.00625579161838117,0.37150845358509
cd34,combined_vs_hc,-0.046686600551846,0.000359811334482159,-3.7445617762413,0.000182666536435039,0.00625579161838117,0.365301523799876
myoc,combined_vs_hc,-0.0883317634702048,-0.0650674512704341,-3.73913733077691,0.000186642269621479,0.00631762380079216,0.345528745098767
muc13,combined_vs_hc,-0.0931397374306237,-0.026726846199868,-3.72122415268776,0.000200357026662835,0.00670390005305186,0.280435488810999
gpc1,combined_vs_hc,-0.055605152378283,-0.0407090683384421,-3.69897239906723,0.000218713312009568,0.00723493694613469,0.20000959505566
adgre5,combined_vs_hc,-0.0522491850075995,-0.022239066953451,-3.64403883629077,0.000271017016316968,0.0088643880280752,0.00351415019013679
hrg,combined_vs_hc,-0.053423151171986,-0.0143266865942312,-3.63334226241433,0.000282478822420132,0.00911250309848157,-0.034406947301715
igsf3,combined_vs_hc,-0.0572148783561293,0.00479221716055886,-3.6311679746303,0.000284863545847414,0.00911250309848157,-0.0421015898666024
nppc,combined_vs_hc,-0.0764061922490972,-0.0651326812206069,-3.61680086436346,0.000301101672988267,0.00952724967466137,-0.0928305488822403
tnr,combined_vs_hc,-0.0827612782539517,0.0336506225712047,-3.60327245681651,0.000317180955283076,0.00992810495515091,-0.140415224742052
chad,combined_vs_hc,-0.0844929180358098,-0.0181081980244347,-3.59609170697218,0.000326038934514262,0.0100968014720321,-0.165600641985909
oscar,combined_vs_hc,0.0570355212271956,-0.0131064382609867,3.541627748138,0.000401159643466534,0.0122923760224324,-0.354997472884691
klrk1,combined_vs_hc,-0.0713570083925198,-0.0456642963472726,-3.53450480647568,0.000412101955863283,0.0124961332658127,-0.379554632738629
il2ra,combined_vs_hc,0.0674705956995806,-0.00280918386620137,3.52993888337741,0.000419262156324208,0.0125821869799976,-0.395270302055329
arhgap1,combined_vs_hc,-0.0605916240412025,-0.0332381891525859,-3.52113900724396,0.000433390923424865,0.0128734793682631,-0.425501991812872
ifit3,combined_vs_hc,0.0549895775565829,0.0221746256537842,3.51158239973874,0.000449237599302655,0.0132094005209094,-0.458248352183092
il1rn,combined_vs_hc,0.0888815793651472,0.0527832984445165,3.49829471922267,0.000472171489245728,0.0136207989113439,-0.503632303787158
ppp3r1,combined_vs_hc,-0.0552922716108372,-0.049238718381275,-3.4977095880856,0.000473206085883409,0.0136207989113439,-0.505626877803715
dpp4,combined_vs_hc,-0.0538053374423426,-0.0175409549497323,-3.49542488758519,0.00047726605597976,0.0136207989113439,-0.513411703510221
phykpl,combined_vs_hc,-0.0539736202769237,-0.0331474522881048,-3.49151298107753,0.000484293165640359,0.013631241131944,-0.52672927190491
rab6a,combined_vs_hc,-0.0834312855881922,0.0216215559912024,-3.49002172998249,0.000486997278502981,0.013631241131944,-0.531802131913108
epha1,combined_vs_hc,0.0593993738576338,-0.0881625099928709,3.48480477666546,0.000496568503885294,0.013766770617239,-0.549531920616203
tgfa,combined_vs_hc,0.0814226245831697,0.0590141783073851,3.47439153543746,0.000516199875606739,0.0141760173385964,-0.584842339373356
