ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,gene_set,database,category,subcategory
GO:0097529,myeloid leukocyte migration,8/165,237/18860,0.0337552742616034,3.85833013681115,4.16006682842404,0.00116882313233025,0.0177713507104922,0.0138422939308325,ITGB2/CHGA/MSTN/DPP4/TREM2/CX3CL1/IL6/ADGRE2,8,all_DEPs,GO_BP,,
GO:0050856,regulation of T cell receptor signaling pathway,4/165,53/18860,0.0754716981132076,8.62664379645512,5.22336293785248,0.00118475671403281,0.0177713507104922,0.0138422939308325,LILRB4/THY1/ADA/CD160,4,all_DEPs,GO_BP,,
GO:0050922,negative regulation of chemotaxis,4/165,53/18860,0.0754716981132076,8.62664379645512,5.22336293785248,0.00118475671403281,0.0177713507104922,0.0138422939308325,HRG/KLRK1/DPP4/ROBO1,4,all_DEPs,GO_BP,,
GO:1900047,negative regulation of hemostasis,4/165,53/18860,0.0754716981132076,8.62664379645512,5.22336293785248,0.00118475671403281,0.0177713507104922,0.0138422939308325,FAP/COMP/PLAUR/HRG,4,all_DEPs,GO_BP,,
GO:0042063,gliogenesis,10/165,357/18860,0.0280112044817927,3.20176555470673,3.94568739498995,0.0012172768473134,0.0181640529560046,0.0141481738832478,GFAP/MXRA8/DNER/GPC1/MYOC/PPP3R1/TREM2/CX3CL1/PENK/IL6,10,all_DEPs,GO_BP,,
GO:0021782,glial cell development,6/165,136/18860,0.0441176470588235,5.0427807486631,4.4451753210049,0.00126153355678864,0.0184829726906442,0.0143965838538314,GFAP/MXRA8/MYOC/PPP3R1/TREM2/IL6,6,all_DEPs,GO_BP,,
GO:0032612,interleukin-1 production,6/165,136/18860,0.0441176470588235,5.0427807486631,4.4451753210049,0.00126153355678864,0.0184829726906442,0.0143965838538314,LILRB4/LGALS9/ACP5/TREM2/CX3CL1/IL6,6,all_DEPs,GO_BP,,
GO:0032652,regulation of interleukin-1 production,6/165,136/18860,0.0441176470588235,5.0427807486631,4.4451753210049,0.00126153355678864,0.0184829726906442,0.0143965838538314,LILRB4/LGALS9/ACP5/TREM2/CX3CL1/IL6,6,all_DEPs,GO_BP,,
GO:0032692,negative regulation of interleukin-1 production,4/165,54/18860,0.0740740740740741,8.4668911335578,5.16210757895167,0.00127090597558705,0.0184829726906442,0.0143965838538314,LILRB4/ACP5/TREM2/CX3CL1,4,all_DEPs,GO_BP,,
GO:0043303,mast cell degranulation,4/165,54/18860,0.0740740740740741,8.4668911335578,5.16210757895167,0.00127090597558705,0.0184829726906442,0.0143965838538314,CHGA/LGALS9/GRP/ADGRE2,4,all_DEPs,GO_BP,,
GO:0043302,positive regulation of leukocyte degranulation,3/165,25/18860,0.12,13.7163636363636,5.97707490080599,0.00131275343896063,0.018995144457688,0.0147955198862124,ITGAM/ITGB2/CD160,3,all_DEPs,GO_BP,,
GO:0032964,collagen biosynthetic process,4/165,55/18860,0.0727272727272727,8.3129476584022,5.10241417611189,0.00136134192428371,0.01959921916117,0.01526604009247,ITGA2/GOT1/NPPC/IL6,4,all_DEPs,GO_BP,,
GO:0007411,axon guidance,8/165,243/18860,0.0329218106995885,3.76306272602569,4.07265478693514,0.00137033202350288,0.0196300062366788,0.015290020472769,RET/NELL2/TNR/ROBO1/CNTN5/L1CAM/NEO1/ROBO4,8,all_DEPs,GO_BP,,
GO:0097485,neuron projection guidance,8/165,244/18860,0.0327868852459016,3.74764033780427,4.0583563592081,0.00140645066589608,0.0200119297080742,0.0155875047234747,RET/NELL2/TNR/ROBO1/CNTN5/L1CAM/NEO1/ROBO4,8,all_DEPs,GO_BP,,
GO:0031623,receptor internalization,6/165,139/18860,0.0431654676258993,4.93394375408764,4.37330324487709,0.00141096328133717,0.0200119297080742,0.0155875047234747,ITGB2/LILRB4/ACHE/PPP3R1/ITGB1/SFRP4,6,all_DEPs,GO_BP,,
GO:0010715,regulation of extracellular matrix disassembly,3/165,26/18860,0.115384615384615,13.1888111888112,5.84272314865074,0.00147450411797322,0.0208101196945481,0.0162092233865866,FAP/DPP4/IL6,3,all_DEPs,GO_BP,,
GO:0031345,negative regulation of cell projection organization,7/165,192/18860,0.0364583333333333,4.16729797979798,4.14409029514923,0.00152689409855095,0.021425804839858,0.0166887870893723,GFAP/RGMA/THY1/HRG/TNR/SPOCK1/NEO1,7,all_DEPs,GO_BP,,
GO:0002279,mast cell activation involved in immune response,4/165,57/18860,0.0701754385964912,8.02126528442318,4.98744138558457,0.0015555209098396,0.021425804839858,0.0166887870893723,CHGA/LGALS9/GRP/ADGRE2,4,all_DEPs,GO_BP,,
GO:0002448,mast cell mediated immunity,4/165,57/18860,0.0701754385964912,8.02126528442318,4.98744138558457,0.0015555209098396,0.021425804839858,0.0166887870893723,CHGA/LGALS9/GRP/ADGRE2,4,all_DEPs,GO_BP,,
GO:0002886,regulation of myeloid leukocyte mediated immunity,4/165,57/18860,0.0701754385964912,8.02126528442318,4.98744138558457,0.0015555209098396,0.021425804839858,0.0166887870893723,ITGAM/ITGB2/LGALS9/ADGRE2,4,all_DEPs,GO_BP,,
GO:0046638,positive regulation of alpha-beta T cell differentiation,4/165,57/18860,0.0701754385964912,8.02126528442318,4.98744138558457,0.0015555209098396,0.021425804839858,0.0166887870893723,LILRB4/LGALS9/CD83/ADA,4,all_DEPs,GO_BP,,
GO:0045580,regulation of T cell differentiation,7/165,194/18860,0.0360824742268041,4.1243361449547,4.10933507415674,0.00162003741629687,0.022207689941103,0.0172978057041015,LILRB4/IL15/LGALS9/CD83/ADA/IL2RA/CR1,7,all_DEPs,GO_BP,,
GO:0042730,fibrinolysis,3/165,27/18860,0.111111111111111,12.7003367003367,5.71556352595309,0.00164822678628938,0.0224865225843766,0.0175149914132004,FAP/PLAUR/HRG,3,all_DEPs,GO_BP,,
GO:0050768,negative regulation of neurogenesis,6/165,144/18860,0.0416666666666667,4.76262626262626,4.25798745812013,0.00168958611593936,0.0229415365979445,0.0178694066639634,RGMA/THY1/IGDCC4/TNR/TREM2/IL6,6,all_DEPs,GO_BP,,
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,9/165,311/18860,0.0289389067524116,3.30780473545747,3.85529461488299,0.00170405446639596,0.0229942869778475,0.0179104944954668,RET/MERTK/MSTN/MYOC/ITGB1/TREM2/EGFR/CX3CL1/THPO,9,all_DEPs,GO_BP,,
GO:0032640,tumor necrosis factor production,7/165,196/18860,0.0357142857142857,4.08225108225108,4.07504354756879,0.00171754883534358,0.0229942869778475,0.0179104944954668,LILRB4/CLEC4A/LGALS9/ACP5/TREM2/CX3CL1/IL6,7,all_DEPs,GO_BP,,
GO:0032680,regulation of tumor necrosis factor production,7/165,196/18860,0.0357142857142857,4.08225108225108,4.07504354756879,0.00171754883534358,0.0229942869778475,0.0179104944954668,LILRB4/CLEC4A/LGALS9/ACP5/TREM2/CX3CL1/IL6,7,all_DEPs,GO_BP,,
GO:0050921,positive regulation of chemotaxis,6/165,145/18860,0.0413793103448276,4.72978056426332,4.23556093920874,0.00174999342485624,0.0233196798242471,0.0181639464415923,ITGA2/MSTN/LGALS9/SMOC2/TREM2/IL6,6,all_DEPs,GO_BP,,
GO:0030098,lymphocyte differentiation,11/165,441/18860,0.0249433106575964,2.85109599395314,3.69533469311443,0.00177081313349056,0.023487868645604,0.0182949505019493,LILRB4/MERTK/IL15/CD8A/LGALS9/CD83/ADA/IL2RA/ITGB1/CR1/IL6,11,all_DEPs,GO_BP,,
GO:0031348,negative regulation of defense response,9/165,313/18860,0.0287539936102236,3.28666860296253,3.83245557356648,0.00178017220564559,0.0235031952496525,0.0183068885567239,LGALS9/IL22/ADA/IL2RA/ACP5/TREM2/CR1/CX3CL1/MMP12,9,all_DEPs,GO_BP,,
GO:0032703,negative regulation of interleukin-2 production,3/165,28/18860,0.107142857142857,12.2467532467532,5.59495409200092,0.00183423337129132,0.0239957927340166,0.0186905779723028,LILRB4/CD34/CR1,3,all_DEPs,GO_BP,,
GO:1905523,positive regulation of macrophage migration,3/165,28/18860,0.107142857142857,12.2467532467532,5.59495409200092,0.00183423337129132,0.0239957927340166,0.0186905779723028,MSTN/TREM2/CX3CL1,3,all_DEPs,GO_BP,,
GO:0071706,tumor necrosis factor superfamily cytokine production,7/165,201/18860,0.0348258706467662,3.98070254786673,3.99126949464668,0.00198134921978519,0.0256858168085274,0.0200069556844229,LILRB4/CLEC4A/LGALS9/ACP5/TREM2/CX3CL1/IL6,7,all_DEPs,GO_BP,,
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,7/165,201/18860,0.0348258706467662,3.98070254786673,3.99126949464668,0.00198134921978519,0.0256858168085274,0.0200069556844229,LILRB4/CLEC4A/LGALS9/ACP5/TREM2/CX3CL1/IL6,7,all_DEPs,GO_BP,,
GO:0043030,regulation of macrophage activation,4/165,61/18860,0.0655737704918033,7.49528067560855,4.77346820128254,0.00200021724704866,0.0258136144720469,0.0201064986426893,TREM2/CTSC/CX3CL1/IL6,4,all_DEPs,GO_BP,,
GO:0006929,substrate-dependent cell migration,3/165,29/18860,0.103448275862069,11.8244514106583,5.480330753444,0.00203282497146372,0.0261167871894329,0.0203426430941849,ITGA11/ITGA2/ROBO1,3,all_DEPs,GO_BP,,
GO:0034109,homotypic cell-cell adhesion,5/165,103/18860,0.0485436893203884,5.54869079140924,4.3487246121063,0.00211854829060307,0.0268068549921497,0.0208801442393156,COMP/MEGF10/PLAUR/PDIA3/IL6,5,all_DEPs,GO_BP,,
GO:0002712,regulation of B cell mediated immunity,4/165,62/18860,0.0645161290322581,7.37438905180841,4.72299141577056,0.00212377139475626,0.0268068549921497,0.0208801442393156,TNFSF13/TREM2/CR1/C4BPB,4,all_DEPs,GO_BP,,
GO:0002889,regulation of immunoglobulin mediated immune response,4/165,62/18860,0.0645161290322581,7.37438905180841,4.72299141577056,0.00212377139475626,0.0268068549921497,0.0208801442393156,TNFSF13/TREM2/CR1/C4BPB,4,all_DEPs,GO_BP,,
GO:0002768,immune response-regulating cell surface receptor signaling pathway,10/165,385/18860,0.025974025974026,2.96890987800079,3.66692938458403,0.0021239637288719,0.0268068549921497,0.0208801442393156,ITGAM/LILRB4/CD8A/THY1/ADA/KLRK1/TREM2/MOG/CD160/CR1,10,all_DEPs,GO_BP,,
GO:0051961,negative regulation of nervous system development,6/165,151/18860,0.0397350993377483,4.54184226369657,4.105168329027,0.0021475708977339,0.0269859237807352,0.0210196228217722,RGMA/THY1/IGDCC4/TNR/TREM2/IL6,6,all_DEPs,GO_BP,,
GO:0050860,negative regulation of T cell receptor signaling pathway,3/165,30/18860,0.1,11.430303030303,5.37119551275997,0.00224429205770044,0.027816383055086,0.0216664763761485,LILRB4/THY1/CD160,3,all_DEPs,GO_BP,,
GO:0051894,positive regulation of focal adhesion assembly,3/165,30/18860,0.1,11.430303030303,5.37119551275997,0.00224429205770044,0.027816383055086,0.0216664763761485,THY1/MYOC/HRG,3,all_DEPs,GO_BP,,
GO:0010001,glial cell differentiation,8/165,263/18860,0.0304182509505703,3.47689826016822,3.80017121864951,0.00224891454409539,0.027816383055086,0.0216664763761485,GFAP/MXRA8/DNER/GPC1/MYOC/PPP3R1/TREM2/IL6,8,all_DEPs,GO_BP,,
GO:0002931,response to ischemia,4/165,63/18860,0.0634920634920635,7.25733525733526,4.67362643386541,0.00225249594023733,0.027816383055086,0.0216664763761485,ITGAM/NPPC/TREM2/CX3CL1,4,all_DEPs,GO_BP,,
GO:0050852,T cell receptor signaling pathway,6/165,153/18860,0.0392156862745098,4.48247177658942,4.06321511433311,0.00229416615679133,0.02820938214252,0.0219725875418912,LILRB4/CD8A/THY1/ADA/MOG/CD160,6,all_DEPs,GO_BP,,
GO:0030336,negative regulation of cell migration,10/165,391/18860,0.0255754475703325,2.92335115864528,3.6104708178254,0.00237565960460129,0.0290866015691569,0.0226558630758198,THY1/ADA/HRG/KLRK1/DPP4/EPHA1/PTPRR/ROBO1/CX3CL1/ROBO4,10,all_DEPs,GO_BP,,
GO:0002507,tolerance induction,3/165,31/18860,0.0967741935483871,11.0615835777126,5.26710681620604,0.00246891467164478,0.0300997469543076,0.0234450127833681,LILRB4/LGALS9/IL2RA,3,all_DEPs,GO_BP,,
GO:0002011,morphogenesis of an epithelial sheet,4/165,65/18860,0.0615384615384615,7.03403263403264,4.57806269155892,0.00252588817041536,0.0304883782115868,0.0237477217997847,ITGAV/ITGB5/ITGB1/MMP12,4,all_DEPs,GO_BP,,
GO:0006956,complement activation,4/165,65/18860,0.0615384615384615,7.03403263403264,4.57806269155892,0.00252588817041536,0.0304883782115868,0.0237477217997847,TREM2/CR1/CD5L/C4BPB,4,all_DEPs,GO_BP,,
GO:0045862,positive regulation of proteolysis,7/165,210/18860,0.0333333333333333,3.81010101010101,3.84707566318696,0.00253426455222802,0.0304883782115868,0.0237477217997847,TF/RGMA/HSPA1A/TREM2/CTSC/CR1/ELOB,7,all_DEPs,GO_BP,,
GO:0030217,T cell differentiation,9/165,330/18860,0.0272727272727273,3.11735537190083,3.64545366851565,0.00254335860124581,0.0304883782115868,0.0237477217997847,LILRB4/IL15/CD8A/LGALS9/CD83/ADA/IL2RA/CR1/IL6,9,all_DEPs,GO_BP,,
GO:0050764,regulation of phagocytosis,5/165,108/18860,0.0462962962962963,5.29180695847363,4.20210429977629,0.00260520265672188,0.0310996067146175,0.0242238141765368,ITGAV/MERTK/ITGA2/IL15/TREM2,5,all_DEPs,GO_BP,,
GO:0022029,telencephalon cell migration,4/165,66/18860,0.0606060606060606,6.92745638200184,4.53178493099715,0.00267077014436813,0.0314887097268095,0.0245268906478685,ARL13B/TNR/ROBO1/EGFR,4,all_DEPs,GO_BP,,
GO:0032623,interleukin-2 production,4/165,66/18860,0.0606060606060606,6.92745638200184,4.53178493099715,0.00267077014436813,0.0314887097268095,0.0245268906478685,LILRB4/CD83/CD34/CR1,4,all_DEPs,GO_BP,,
GO:0032663,regulation of interleukin-2 production,4/165,66/18860,0.0606060606060606,6.92745638200184,4.53178493099715,0.00267077014436813,0.0314887097268095,0.0245268906478685,LILRB4/CD83/CD34/CR1,4,all_DEPs,GO_BP,,
GO:0030162,regulation of proteolysis,10/165,398/18860,0.0251256281407035,2.87193543474951,3.54594173860784,0.00269907287513103,0.0315262110140515,0.0245561007990408,TF/RGMA/PLAUR/LAMP3/HSPA1A/TREM2/CTSC/CR1/MAGEA3/ELOB,10,all_DEPs,GO_BP,,
GO:0032682,negative regulation of chemokine production,3/165,32/18860,0.09375,10.7159090909091,5.16767157172854,0.0027069626211018,0.0315262110140515,0.0245561007990408,LILRB4/LGALS9/IL6,3,all_DEPs,GO_BP,,
GO:0090322,regulation of superoxide metabolic process,3/165,32/18860,0.09375,10.7159090909091,5.16767157172854,0.0027069626211018,0.0315262110140515,0.0245561007990408,ITGAM/ITGB2/ACP5,3,all_DEPs,GO_BP,,
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,10/165,402/18860,0.0248756218905473,2.84335896276195,3.50969347469012,0.00289916347758983,0.0336279488392504,0.0261931667269995,LILRB4/CD8A/LGALS9/ADA/TNFSF13/TREM2/CTSC/CR1/IL6/C4BPB,10,all_DEPs,GO_BP,,
GO:0014850,response to muscle activity,3/165,33/18860,0.0909090909090909,10.3911845730028,5.07253850563045,0.00295869567256076,0.0340428237023557,0.0265163171668942,ITGA2/MSTN/ITGB1,3,all_DEPs,GO_BP,,
GO:0060055,angiogenesis involved in wound healing,3/165,33/18860,0.0909090909090909,10.3911845730028,5.07253850563045,0.00295869567256076,0.0340428237023557,0.0265163171668942,CD34/SMOC2/CX3CL1,3,all_DEPs,GO_BP,,
GO:2000146,negative regulation of cell motility,10/165,406/18860,0.0246305418719212,2.81534557396626,3.4738865962,0.00311095574771645,0.0355512506216886,0.027691246924949,THY1/ADA/HRG/KLRK1/DPP4/EPHA1/PTPRR/ROBO1/CX3CL1/ROBO4,10,all_DEPs,GO_BP,,
GO:0002707,negative regulation of lymphocyte mediated immunity,4/165,69/18860,0.0579710144927536,6.62626262626263,4.39853616675785,0.00313942981057145,0.0355512506216886,0.027691246924949,LILRB4/LGALS9/CR1/C4BPB,4,all_DEPs,GO_BP,,
GO:0010812,negative regulation of cell-substrate adhesion,4/165,69/18860,0.0579710144927536,6.62626262626263,4.39853616675785,0.00313942981057145,0.0355512506216886,0.027691246924949,MYOC/CX3CL1/SPOCK1/MMP12,4,all_DEPs,GO_BP,,
GO:0021885,forebrain cell migration,4/165,69/18860,0.0579710144927536,6.62626262626263,4.39853616675785,0.00313942981057145,0.0355512506216886,0.027691246924949,ARL13B/TNR/ROBO1/EGFR,4,all_DEPs,GO_BP,,
GO:0032355,response to estradiol,5/165,113/18860,0.0442477876106195,5.05765620809869,4.06431301139709,0.00316825566749581,0.0357364271156515,0.0278354828640328,ITGAM/ITGA2/IGFBP2/EGFR/PENK,5,all_DEPs,GO_BP,,
GO:0002313,mature B cell differentiation involved in immune response,3/165,34/18860,0.0882352941176471,10.0855614973262,4.98139260036615,0.00322436374086501,0.0361474333219758,0.0281556199660471,ADA/CR1/IL6,3,all_DEPs,GO_BP,,
GO:0002924,negative regulation of humoral immune response mediated by circulating immunoglobulin,2/165,10/18860,0.2,22.8606060606061,6.49598612263206,0.00326926366359759,0.0361474333219758,0.0281556199660471,CR1/C4BPB,2,all_DEPs,GO_BP,,
GO:0030200,heparan sulfate proteoglycan catabolic process,2/165,10/18860,0.2,22.8606060606061,6.49598612263206,0.00326926366359759,0.0361474333219758,0.0281556199660471,GPC1/GLB1,2,all_DEPs,GO_BP,,
GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway,2/165,10/18860,0.2,22.8606060606061,6.49598612263206,0.00326926366359759,0.0361474333219758,0.0281556199660471,SMOC2/ITGB1,2,all_DEPs,GO_BP,,
GO:1905806,regulation of synapse pruning,2/165,10/18860,0.2,22.8606060606061,6.49598612263206,0.00326926366359759,0.0361474333219758,0.0281556199660471,ITGB1/TREM2,2,all_DEPs,GO_BP,,
GO:0060348,bone development,7/165,220/18860,0.0318181818181818,3.63691460055096,3.69592388738211,0.00328039534510077,0.0361474333219758,0.0281556199660471,COMP/ITGB6/MYOC/NPPC/CHAD/ACP5/SFRP4,7,all_DEPs,GO_BP,,
GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,4/165,70/18860,0.0571428571428571,6.53160173160173,4.35587192196858,0.00330733585406266,0.0361660962667539,0.0281701567320725,LILRB4/LGALS9/CR1/C4BPB,4,all_DEPs,GO_BP,,
GO:0045576,mast cell activation,4/165,70/18860,0.0571428571428571,6.53160173160173,4.35587192196858,0.00330733585406266,0.0361660962667539,0.0281701567320725,CHGA/LGALS9/GRP/ADGRE2,4,all_DEPs,GO_BP,,
GO:0045807,positive regulation of endocytosis,6/165,165/18860,0.0363636363636364,4.1564738292011,3.82578004742906,0.00333782545603149,0.0363607221731187,0.0283217529188984,MERTK/ITGA2/TF/IL15/TREM2/SFRP4,6,all_DEPs,GO_BP,,
GO:0008277,regulation of G protein-coupled receptor signaling pathway,6/165,167/18860,0.0359281437125749,4.10669569951007,3.78840164437375,0.00354134109988094,0.038331026044796,0.0298564435436641,KLK6/CHGA/GRP/ADA/TREM2/ROBO1,6,all_DEPs,GO_BP,,
GO:0051345,positive regulation of hydrolase activity,5/165,116/18860,0.0431034482758621,4.92685475444096,3.98548576619018,0.00354545267081011,0.038331026044796,0.0298564435436641,THY1/PSAP/ITGB1/CR1/SNX18,5,all_DEPs,GO_BP,,
GO:1900046,regulation of hemostasis,4/165,72/18860,0.0555555555555556,6.35016835016835,4.27299109724616,0.00366129503684738,0.0394346251149164,0.0307160485877184,FAP/COMP/PLAUR/HRG,4,all_DEPs,GO_BP,,
GO:0050777,negative regulation of immune response,7/165,226/18860,0.0309734513274336,3.54035934566908,3.60939901565712,0.0038023127173796,0.0408000971359272,0.031779629256238,LILRB4/LGALS9/TREM2/CD160/CR1/MMP12/C4BPB,7,all_DEPs,GO_BP,,
GO:0031343,positive regulation of cell killing,4/165,73/18860,0.0547945205479452,6.2631797426318,4.23271943046306,0.0038475509612529,0.0409434099676648,0.0318912571439145,ITGAM/KLRK1/CD160/CD5L,4,all_DEPs,GO_BP,,
GO:0045619,regulation of lymphocyte differentiation,7/165,227/18860,0.0308370044052863,3.52476304899212,3.59526353320829,0.00389510147332947,0.0409434099676648,0.0318912571439145,LILRB4/IL15/LGALS9/CD83/ADA/IL2RA/CR1,7,all_DEPs,GO_BP,,
GO:0010716,negative regulation of extracellular matrix disassembly,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,FAP/DPP4,2,all_DEPs,GO_BP,,
GO:0033632,regulation of cell-cell adhesion mediated by integrin,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,ADA/DPP4,2,all_DEPs,GO_BP,,
GO:0043312,neutrophil degranulation,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,ITGAM/ITGB2,2,all_DEPs,GO_BP,,
GO:0046794,transport of virus,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,CLEC4M/CD209,2,all_DEPs,GO_BP,,
GO:0048537,mucosa-associated lymphoid tissue development,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,RET/ADA,2,all_DEPs,GO_BP,,
GO:0048541,Peyer's patch development,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,RET/ADA,2,all_DEPs,GO_BP,,
GO:0075733,intracellular transport of virus,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,CLEC4M/CD209,2,all_DEPs,GO_BP,,
GO:1903977,positive regulation of glial cell migration,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,TREM2/CX3CL1,2,all_DEPs,GO_BP,,
GO:2000822,regulation of behavioral fear response,2/165,11/18860,0.181818181818182,20.7823691460055,6.1655106840904,0.00397286840174897,0.0409434099676648,0.0318912571439145,GRP/PENK,2,all_DEPs,GO_BP,,
GO:0045123,cellular extravasation,4/165,74/18860,0.0540540540540541,6.17854217854218,4.19319236493341,0.00404012470746216,0.0413391331674253,0.0321994901496984,ITGB2/THY1/ITGB1/CX3CL1,4,all_DEPs,GO_BP,,
GO:0050854,regulation of antigen receptor-mediated signaling pathway,4/165,74/18860,0.0540540540540541,6.17854217854218,4.19319236493341,0.00404012470746216,0.0413391331674253,0.0321994901496984,LILRB4/THY1/ADA/CD160,4,all_DEPs,GO_BP,,
GO:1901890,positive regulation of cell junction assembly,5/165,120/18860,0.0416666666666667,4.76262626262626,3.8845031669268,0.00409720578839363,0.041581307337436,0.0323881221843903,LRRN1/THY1/MYOC/HRG/LRTM2,5,all_DEPs,GO_BP,,
GO:0006910,"phagocytosis, recognition",3/165,37/18860,0.0810810810810811,9.26781326781327,4.7291780792171,0.00410733332512893,0.041581307337436,0.0323881221843903,MEGF10/TREM2/C4BPB,3,all_DEPs,GO_BP,,
GO:0150117,positive regulation of cell-substrate junction organization,3/165,37/18860,0.0810810810810811,9.26781326781327,4.7291780792171,0.00410733332512893,0.041581307337436,0.0323881221843903,THY1/MYOC/HRG,3,all_DEPs,GO_BP,,
GO:0010810,regulation of cell-substrate adhesion,7/165,230/18860,0.0304347826086957,3.47878787878788,3.55332901332576,0.00418381386572903,0.0420583393870656,0.0327596875174351,THY1/MYOC/HRG/EPHA1/CX3CL1/SPOCK1/MMP12,7,all_DEPs,GO_BP,,
GO:0045055,regulated exocytosis,7/165,230/18860,0.0304347826086957,3.47878787878788,3.55332901332576,0.00418381386572903,0.0420583393870656,0.0327596875174351,ITGAM/ITGB2/CHGA/LGALS9/GRP/CD160/ADGRE2,7,all_DEPs,GO_BP,,
GO:0040013,negative regulation of locomotion,10/165,424/18860,0.0235849056603774,2.69582618639222,3.3179472976638,0.00422192198719182,0.0422549389728622,0.0329128210241455,THY1/ADA/HRG/KLRK1/DPP4/EPHA1/PTPRR/ROBO1/CX3CL1/ROBO4,10,all_DEPs,GO_BP,,
GO:0071621,granulocyte chemotaxis,5/165,121/18860,0.0413223140495868,4.72326571500125,3.8599535493668,0.00424420631704572,0.0422549389728622,0.0329128210241455,ITGB2/MSTN/DPP4/CX3CL1/ADGRE2,5,all_DEPs,GO_BP,,
GO:0015833,peptide transport,8/165,292/18860,0.0273972602739726,3.1315898713159,3.44866554065113,0.00424761690198406,0.0422549389728622,0.0329128210241455,CHGA/GRP/CLEC4M/VGF/PTPRN2/FAM3B/CD209/IL6,8,all_DEPs,GO_BP,,
GO:0018108,peptidyl-tyrosine phosphorylation,5/165,122/18860,0.040983606557377,4.68455042225534,3.83567118330292,0.00439493445313792,0.0432697154922342,0.0337032412394733,ITGB2/IL15/HRG/EGFR/IL6,5,all_DEPs,GO_BP,,
GO:0032609,type II interferon production,5/165,122/18860,0.040983606557377,4.68455042225534,3.83567118330292,0.00439493445313792,0.0432697154922342,0.0337032412394733,LILRB4/LGALS9/KLRK1/CD160/CR1,5,all_DEPs,GO_BP,,
GO:0032649,regulation of type II interferon production,5/165,122/18860,0.040983606557377,4.68455042225534,3.83567118330292,0.00439493445313792,0.0432697154922342,0.0337032412394733,LILRB4/LGALS9/KLRK1/CD160/CR1,5,all_DEPs,GO_BP,,
GO:1903053,regulation of extracellular matrix organization,4/165,76/18860,0.0526315789473684,6.01594896331738,4.11627548840646,0.00444462050037168,0.0436090333341262,0.0339675395125738,FAP/TNXB/DPP4/IL6,4,all_DEPs,GO_BP,,
GO:0018212,peptidyl-tyrosine modification,5/165,123/18860,0.040650406504065,4.64646464646465,3.81165076358594,0.00454944135206312,0.0444851517872383,0.0346499574865235,ITGB2/IL15/HRG/EGFR/IL6,5,all_DEPs,GO_BP,,
GO:0002285,lymphocyte activation involved in immune response,7/165,235/18860,0.0297872340425532,3.40477111540941,3.48496246486112,0.0047006971565007,0.0446585156731535,0.0347849924596621,LGALS9/ADA/TNFSF13/TREM2/CD160/CR1/IL6,7,all_DEPs,GO_BP,,
GO:0050769,positive regulation of neurogenesis,7/165,235/18860,0.0297872340425532,3.40477111540941,3.48496246486112,0.0047006971565007,0.0446585156731535,0.0347849924596621,NEFL/GFAP/ITGB1/ROBO1/L1CAM/CX3CL1/IL6,7,all_DEPs,GO_BP,,
GO:0050866,negative regulation of cell activation,7/165,235/18860,0.0297872340425532,3.40477111540941,3.48496246486112,0.0047006971565007,0.0446585156731535,0.0347849924596621,LILRB4/MERTK/LGALS9/IL2RA/TREM2/CR1/CX3CL1,7,all_DEPs,GO_BP,,
GO:0071674,mononuclear cell migration,7/165,235/18860,0.0297872340425532,3.40477111540941,3.48496246486112,0.0047006971565007,0.0446585156731535,0.0347849924596621,RET/MSTN/LGALS9/KLRK1/TREM2/CX3CL1/IL6,7,all_DEPs,GO_BP,,
GO:0019065,receptor-mediated endocytosis of virus by host cell,2/165,12/18860,0.166666666666667,19.0505050505051,5.87605580982212,0.00474014061517179,0.0446585156731535,0.0347849924596621,CLEC4M/DPP4,2,all_DEPs,GO_BP,,
GO:0043652,engulfment of apoptotic cell,2/165,12/18860,0.166666666666667,19.0505050505051,5.87605580982212,0.00474014061517179,0.0446585156731535,0.0347849924596621,MEGF10/TREM2,2,all_DEPs,GO_BP,,
