protein,metric,metric_type,int_beta,int_se,int_pval,fdr,main_beta_hc,n_total,n_ms
CBLN4,icvf_posterior_thalamic_radiation_right,icvf,-0.0119911115948493,0.00388559183692838,0.00203894777143594,0.166114971634488,0.00131258946314158,5255,124
MAGEA3,md_acoustic_radiation_right,md,-1.52939897363704e-05,4.96584426995009e-06,0.00208610103815101,0.168343803954968,-3.98926889872169e-07,3766,114
PTPRR,md_posterior_thalamic_radiation_right,md,1.66304006124853e-05,5.40088605889484e-06,0.00209033196946867,0.168343803954968,-5.23044996476843e-07,3825,115
PLXDC1,md_superior_longitudinal_fasciculus_right,md,-9.80522028065741e-06,3.18956555755693e-06,0.00212214982325401,0.169929631275763,9.79663569102502e-08,5108,117
IGSF3,icvf_inferior_longitudinal_fasciculus_left,icvf,0.0123117777091421,0.00401523329756456,0.0021786415062244,0.173461951288196,-5.93675619208145e-05,5200,121
CD34,icvf_posterior_thalamic_radiation_left,icvf,-0.00936911612540423,0.00305934483040653,0.00220645111129635,0.173913195212532,0.000196996666895873,5226,124
MOG,fa_posterior_thalamic_radiation_right,fa,-0.00718773285486595,0.00234733211876976,0.00220913071775,0.173913195212532,0.000956026502789692,5255,124
MOG,icvf_forceps_major,icvf,-0.0108401517669335,0.00355147144159329,0.00228232280519657,0.177097934109504,0.000230963781295204,5255,124
CBLN4,md_inferior_longitudinal_fasciculus_right,md,1.15691084841301e-05,3.79079885283047e-06,0.00228541240523747,0.177097934109504,-1.37553403195917e-06,5255,124
SERPIND1,icvf_inferior_longitudinal_fasciculus_right,icvf,0.00972880680448237,0.00318749541573818,0.00228749918460146,0.177097934109504,5.40736906136997e-06,3824,113
IGSF21,fa_superior_longitudinal_fasciculus_right,fa,0.0071765689881541,0.00235437323595851,0.00231842206807762,0.177137139197506,-2.5818023232319e-05,3733,110
ITGB2,icvf_uncinate_fasciculus_right,icvf,0.00824494432208787,0.00270712694632274,0.00233352429249859,0.177137139197506,-9.9270719043152e-05,5178,118
IGDCC4,md_uncinate_fasciculus_right,md,1.01784269114424e-05,3.34513121736839e-06,0.00236013171531092,0.177137139197506,-5.1505414939595e-07,3829,115
VGF,icvf_posterior_thalamic_radiation_left,icvf,-0.010304173919802,0.0033868620945928,0.00236298273359265,0.177137139197506,0.000247767799834833,3827,115
HPGDS,icvf_uncinate_fasciculus_right,icvf,0.00927985992575154,0.00305224910613865,0.00237514270645838,0.177137139197506,0.000450393357122543,5108,117
TNR,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.0102538890451789,0.00337438032596886,0.00238750025458945,0.177137139197506,0.00170019115114093,5182,119
SERPIND1,fa_inferior_fronto_occipital_fasciculus_left,fa,0.00722976366645339,0.00237990259343013,0.0023989197632099,0.177137139197506,-0.00099703394147555,3824,113
LTO1,md_superior_thalamic_radiation_right,md,-7.19562441239732e-06,2.3693349390939e-06,0.00240168954413566,0.177137139197506,5.43663710624799e-07,5106,120
SSBP1,fa_posterior_thalamic_radiation_left,fa,0.00508488114552606,0.00167401190654608,0.00240177381342511,0.177137139197506,0.00019523174743721,3713,110
NPPC,md_inferior_longitudinal_fasciculus_right,md,1.01850815414617e-05,3.35814042742068e-06,0.00243370537197586,0.17854236242707,-3.9160847380095e-07,5197,123
TNR,icvf_inferior_fronto_occipital_fasciculus_left,icvf,0.0103195831100975,0.00340548698076501,0.00245533494668841,0.17854236242707,0.00185585789539561,5182,119
CD8A,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.0104345489154214,0.00344397550441382,0.00245905059219471,0.17854236242707,-0.000752235990745422,5274,124
TNR,icvf_posterior_thalamic_radiation_left,icvf,0.00976580552048769,0.00322585671885864,0.00247920839821391,0.179078078784389,0.00103729198729505,5182,119
MOG,fa_posterior_thalamic_radiation_left,fa,-0.00712249532560746,0.00235707279231349,0.00252526283996074,0.181469272699332,0.000868743921720223,5255,124
IGSF21,md_superior_thalamic_radiation_left,md,-1.13354360898854e-05,3.7560461400808e-06,0.00256240072412009,0.182462847127705,2.9382391586167e-07,3733,110
BCAN,md_acoustic_radiation_right,md,1.30774128608593e-05,4.33851470136657e-06,0.00258855137191427,0.182462847127705,1.60146023569492e-06,5182,119
TNR,icvf_superior_longitudinal_fasciculus_right,icvf,0.0104723841004877,0.00347439734829295,0.00258941955104912,0.182462847127705,0.00150270138642835,5182,119
IGSF21,md_superior_longitudinal_fasciculus_right,md,-1.14346209275875e-05,3.79418903428084e-06,0.00259803133967131,0.182462847127705,-9.53098717605043e-08,3733,110
TNR,md_anterior_thalamic_radiation_left,md,-1.14897196024193e-05,3.81410480011123e-06,0.00260419392175416,0.182462847127705,-1.14694419192967e-06,5182,119
CD8A,icvf_superior_longitudinal_fasciculus_right,icvf,0.010668221285509,0.00354341794135161,0.00261869172336197,0.182565806564534,-0.000518932349959244,5274,124
CD8A,md_superior_thalamic_radiation_left,md,-9.24012724877784e-06,3.08409523023982e-06,0.00274768479417582,0.189135778085688,4.12574124071731e-07,5274,124
SCN4B,md_uncinate_fasciculus_right,md,-9.59401541231689e-06,3.20208125112103e-06,0.00275184929935377,0.189135778085688,-5.1769197887332e-07,3733,110
GRP,md_medial_lemniscus_right,md,-1.26874565724115e-05,4.23558086859305e-06,0.00275846884256602,0.189135778085688,9.96880278193454e-07,3733,110
PPP3R1,md_inferior_longitudinal_fasciculus_right,md,8.51144384840237e-06,2.84287974580653e-06,0.00276691889727867,0.189135778085688,8.43964629202541e-07,5182,119
CD34,icvf_forceps_major,icvf,-0.00978401925695873,0.00327307215191149,0.0028097011653711,0.190424483723574,0.000221190887330502,5226,124
HRG,fa_medial_lemniscus_left,fa,0.00657097081490022,0.00219807296541423,0.00281294998435595,0.190424483723574,-0.000415222723928384,3807,112
GFAP,icvf_superior_longitudinal_fasciculus_right,icvf,-0.0106618577644611,0.00357291963545339,0.00285787027128971,0.192535269767225,-0.00393680414367716,5103,117
HRG,icvf_inferior_longitudinal_fasciculus_right,icvf,0.00868124420770567,0.00291269577466968,0.00289616460334658,0.194181600893281,0.000518863051460382,3807,112
IGSF21,fa_posterior_thalamic_radiation_left,fa,0.00825885870413322,0.00277454578012221,0.00293288452116619,0.195560794587391,0.000244777108917506,3733,110
LPO,md_inferior_fronto_occipital_fasciculus_right,md,9.68912258288426e-06,3.25694012982512e-06,0.0029446462326368,0.195560794587391,1.47621213074238e-06,5027,116
CR1,icvf_corticospinal_tract_right,icvf,0.00878325846450782,0.00295797411785399,0.00300293925585842,0.19849145185068,0.000713089339147455,3812,115
HRG,icvf_inferior_fronto_occipital_fasciculus_left,icvf,0.00938113658149947,0.00316333874180529,0.00303991518734989,0.199992166762131,0.000214096017378251,3807,112
TNR,icvf_superior_longitudinal_fasciculus_left,icvf,0.0107232144286952,0.00361854390659626,0.00305640764645163,0.200137571727695,0.0014310805929041,5182,119
LTBP2,md_superior_thalamic_radiation_right,md,-9.42942097650777e-06,3.18515311919705e-06,0.00308582014297235,0.201123710062658,2.24913893837335e-07,5267,123
LTO1,icvf_posterior_thalamic_radiation_left,icvf,0.00736710469546193,0.00249129899811748,0.00311937516772112,0.201756469929851,-0.000390898939264542,5106,120
PENK,md_acoustic_radiation_right,md,-1.42291310543094e-05,4.81175123918361e-06,0.00312432412579588,0.201756469929851,1.05252461639326e-06,3736,110
PLXDC1,md_anterior_thalamic_radiation_right,md,-1.06805391315087e-05,3.61684726599743e-06,0.00316140595984437,0.202517183599804,-4.59492525825204e-07,5108,117
MIA,md_superior_thalamic_radiation_right,md,-8.7886143649709e-06,2.97656292072456e-06,0.003165008435621,0.202517183599804,-8.20564160035807e-07,5257,123
FOLR1,fa_superior_longitudinal_fasciculus_right,fa,0.00616844300382297,0.00209025441590734,0.00318106966040189,0.202619677960053,-6.10247212583282e-05,5220,121
PRR4,icvf_inferior_fronto_occipital_fasciculus_left,icvf,-0.0103360180834563,0.00350724283072431,0.00322823848908641,0.204693692070443,-0.00033609612278498,3710,110
DKK4,fa_posterior_thalamic_radiation_right,fa,0.00611732545884407,0.00208240140439027,0.0033219278247855,0.209149770242863,-9.61156518832047e-05,5173,119
BLMH,fa_posterior_thalamic_radiation_right,fa,-0.00632775004920001,0.002154491156395,0.00332836642861331,0.209149770242863,0.000470750279519274,5267,123
BLMH,md_inferior_longitudinal_fasciculus_left,md,9.70456417416519e-06,3.30795282867858e-06,0.00336386979112315,0.210437086531289,5.66690190583492e-08,5267,123
LTO1,md_posterior_thalamic_radiation_right,md,-1.02957775169196e-05,3.51543634839162e-06,0.00341852836969671,0.211478358296823,-5.84177336645781e-07,5106,120
PSAP,md_acoustic_radiation_right,md,-1.43828701939804e-05,4.91086071319189e-06,0.00342317726705686,0.211478358296823,-6.01477562564813e-07,3791,114
ROBO4,md_acoustic_radiation_right,md,-1.45499663469252e-05,4.96826801130223e-06,0.0034257894336244,0.211478358296823,2.04288066563943e-06,3733,110
PLXDC1,md_uncinate_fasciculus_right,md,-8.89781290698123e-06,3.05235439761814e-06,0.00357161508005322,0.21943807309885,6.65672826447872e-07,5108,117
VGF,fa_forceps_major,fa,-0.00913928177197616,0.00313605736437324,0.00358605000639667,0.21943807309885,0.000743442921889689,3827,115
CD34,icvf_uncinate_fasciculus_left,icvf,-0.00795665729598627,0.00273295432445806,0.00361364341842732,0.220165153140965,-0.00035618129065288,5226,124
IGSF21,icvf_superior_thalamic_radiation_left,icvf,0.0102735760771928,0.00353767709081087,0.00370539724772541,0.224778059014616,0.000542536010988192,3733,110
CR1,icvf_uncinate_fasciculus_right,icvf,0.00790056316515835,0.00272191085100643,0.00372229393127177,0.224829762322893,-3.20000064802451e-05,3812,115
IGSF21,md_inferior_fronto_occipital_fasciculus_left,md,-1.27315137530838e-05,4.39103461893573e-06,0.00376022226766423,0.226145899728665,-1.27783346081472e-07,3733,110
GFAP,icvf_acoustic_radiation_right,icvf,-0.00922802613792052,0.00318480504098362,0.00377732462519237,0.226203632362481,-0.00324749257248343,5103,117
VGF,fa_posterior_thalamic_radiation_left,fa,-0.00703364462833601,0.00243324710833518,0.00386624105971724,0.23012233876253,0.000967862045794031,3827,115
CD8A,icvf_inferior_fronto_occipital_fasciculus_left,icvf,0.0100261746508573,0.00347203358763811,0.00389656187045277,0.23012233876253,-0.000899592366620566,5274,124
TNR,fa_inferior_longitudinal_fasciculus_right,fa,0.00535564572803983,0.00185477919769488,0.00389945248195518,0.23012233876253,0.00109818075820647,5182,119
CD160,fa_superior_thalamic_radiation_left,fa,0.0055535860336433,0.00192439477727083,0.00391902019426683,0.23012233876253,-0.000572412794062377,5261,125
VGF,icvf_posterior_thalamic_radiation_right,icvf,-0.0102079649026821,0.00353853341580016,0.00393853008922846,0.23012233876253,0.000710603406517124,3827,115
IL6,icvf_corticospinal_tract_right,icvf,0.00777234328589936,0.00269604750318677,0.00395693112412047,0.23012233876253,-0.000227758832750286,5200,121
MOG,fa_inferior_longitudinal_fasciculus_right,fa,-0.00553031863181678,0.001918391290827,0.00395771666607933,0.23012233876253,0.000436769763801954,5255,124
CR1,fa_posterior_thalamic_radiation_right,fa,0.00664027489049948,0.00230536534856749,0.0039944464801714,0.231298258374553,0.000315695220450268,3812,115
HPGDS,md_uncinate_fasciculus_right,md,-9.57548662694368e-06,3.32757981830425e-06,0.0040236020947596,0.231698739141582,-1.43424838749348e-06,5108,117
BLMH,icvf_posterior_thalamic_radiation_right,icvf,-0.00912914429389459,0.00317438562532644,0.00404524736632926,0.231698739141582,0.000392999913027274,5267,123
COL15A1,md_posterior_thalamic_radiation_right,md,1.4570882043561e-05,5.06848887924838e-06,0.0040651900386418,0.231698739141582,-1.67842072047951e-06,3829,115
LPO,md_posterior_thalamic_radiation_left,md,1.33313545001877e-05,4.63827862282521e-06,0.00406750087981369,0.231698739141582,1.75159035167297e-06,5027,116
HPGDS,fa_forceps_major,fa,0.00900266962580815,0.00314128955308695,0.00417506668129613,0.236354904705422,0.000557346575228088,5108,117
PTPRR,fa_forceps_major,fa,-0.00982211675784969,0.00342789838721991,0.00418828961068812,0.236354904705422,0.000746216155939387,3825,115
MYOC,md_inferior_fronto_occipital_fasciculus_left,md,-1.01280413013075e-05,3.5371460009132e-06,0.00420877333902639,0.236354904705422,-1.36565427653034e-07,5219,121
CD8A,icvf_superior_thalamic_radiation_left,icvf,0.00852880365247997,0.00297951734372793,0.00422000286141833,0.236354904705422,-0.000716086383746911,5274,124
CD83,md_uncinate_fasciculus_right,md,-7.03920016043536e-06,2.46015319041671e-06,0.00423613792055887,0.236354904705422,7.37062862071585e-08,5197,123
IL6,icvf_uncinate_fasciculus_right,icvf,0.00740570110229688,0.00259070402110609,0.00427253492663686,0.236354904705422,0.000354565770968078,5200,121
MMP12,icvf_parahippocampal_cingulum_left,icvf,0.00777866850649861,0.00272158479752917,0.00427819825952939,0.236354904705422,-0.000314530100939694,5228,122
MUC13,md_posterior_thalamic_radiation_left,md,1.22659811711587e-05,4.29221684651158e-06,0.00428417510848334,0.236354904705422,2.63883616155087e-07,5103,121
MOG,fa_forceps_major,fa,-0.00864996875648556,0.00303392524332374,0.00437407997451884,0.240368559540912,0.000624843184523777,5255,124
IL6,md_medial_lemniscus_left,md,-1.16348045047351e-05,4.08496404293921e-06,0.00441397075647182,0.241229580540206,-8.30740459749758e-07,5200,121
RET,fa_superior_longitudinal_fasciculus_right,fa,-0.00576898858352852,0.00202600778269155,0.00442417770633218,0.241229580540206,0.000148006468581147,5200,121
HRG,md_inferior_fronto_occipital_fasciculus_left,md,-9.68324774806171e-06,3.40612846335088e-06,0.00449450382463921,0.244114271684765,-4.06014074359176e-07,3807,112
HRG,icvf_inferior_longitudinal_fasciculus_left,icvf,0.0085289421729588,0.00300279376185144,0.00453057325663472,0.244117026799903,4.94364402072254e-05,3807,112
LPO,icvf_inferior_longitudinal_fasciculus_right,icvf,-0.0091848100492608,0.00323504968518339,0.00454148236278723,0.244117026799903,-0.00128659609002482,5027,116
HPGDS,icvf_forceps_major,icvf,0.0105403545116906,0.00371440524411316,0.00456197307677582,0.244117026799903,0.000606435007337242,5108,117
HPGDS,fa_uncinate_fasciculus_right,fa,0.00620351454368244,0.00218659894702401,0.00457104812497367,0.244117026799903,0.000248235561255158,5108,117
MMP12,md_forceps_minor,md,-9.89601718033295e-06,3.49140955789832e-06,0.00460895330519952,0.244117026799903,7.33538088227845e-07,5228,122
BLMH,icvf_inferior_longitudinal_fasciculus_right,icvf,-0.00852990005419736,0.00300979658632605,0.00461379170936082,0.244117026799903,0.000362231244465775,5267,123
CD8A,icvf_corticospinal_tract_right,icvf,0.00834440301946377,0.00294600249864585,0.00463682703853877,0.244117026799903,-0.000147293934610144,5274,124
CD34,fa_inferior_longitudinal_fasciculus_left,fa,-0.00559723748721045,0.00197691682410273,0.0046537124549331,0.244117026799903,0.000112750075926518,5226,124
ITGB2,md_uncinate_fasciculus_right,md,-8.27543538718289e-06,2.92780098333124e-06,0.00472400727285078,0.244117026799903,4.18238407406837e-07,5178,118
IGFBP2,md_superior_longitudinal_fasciculus_right,md,-8.04298051609391e-06,2.84557909970305e-06,0.00472400742748517,0.244117026799903,4.55245124488124e-07,5260,123
LTO1,icvf_inferior_longitudinal_fasciculus_left,icvf,0.00709776237282459,0.00251118230749303,0.00472484600211908,0.244117026799903,-0.00051493123680442,5106,120
PRR4,fa_forceps_major,fa,-0.00870857451768145,0.00308088194239934,0.00472899649385869,0.244117026799903,2.5449927362903e-05,3710,110
CD8A,md_superior_longitudinal_fasciculus_left,md,-9.38132966756906e-06,3.32031718792058e-06,0.00473946232732361,0.244117026799903,1.0340997182575e-07,5274,124
ITGB1,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00613299067790841,0.00217077405036015,0.00474234185985256,0.244117026799903,0.000129917800204817,5195,118
LPO,md_inferior_longitudinal_fasciculus_left,md,9.66004352466441e-06,3.42242145948469e-06,0.0047826990211312,0.244117026799903,1.61717376200947e-06,5027,116
THY1,md_forceps_major,md,1.37448274309517e-05,4.87023644388348e-06,0.00478727497941389,0.244117026799903,-1.04146559998252e-06,5274,124
MMP12,icvf_forceps_major,icvf,0.00953861661620915,0.00338050411257783,0.00479570268559029,0.244117026799903,-0.00083867702834769,5228,122
CR1,icvf_superior_longitudinal_fasciculus_left,icvf,0.0102240417014023,0.00362390992632071,0.00480812812365469,0.244117026799903,0.00096798756573761,3812,115
IGSF3,md_acoustic_radiation_right,md,-1.4113666992761e-05,5.0059149272451e-06,0.00482960286195411,0.244322111568819,-2.28537391694691e-06,5200,121
HSPA1A,fa_uncinate_fasciculus_left,fa,-0.00580640204263465,0.00206180333413287,0.00487817706940711,0.245891709617273,-0.000261963271534654,5214,120
TNR,icvf_posterior_thalamic_radiation_right,icvf,0.00942507593256724,0.00335379288676434,0.00496853166870045,0.247791820059255,0.00138850264937161,5182,119
VGF,fa_inferior_longitudinal_fasciculus_left,fa,-0.0062392192643993,0.00222072037522496,0.00498634846098341,0.247791820059255,0.00100802248642334,3827,115
HRG,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.00873400655108096,0.00311121669629435,0.00502189423982076,0.247791820059255,0.000150336020403191,3807,112
PRR4,fa_inferior_fronto_occipital_fasciculus_right,fa,-0.00606739901695455,0.00216162295498122,0.00502866366583656,0.247791820059255,8.57632646186271e-05,3710,110
IL6,md_medial_lemniscus_right,md,-1.15814470433491e-05,4.12729202855412e-06,0.00503373844993434,0.247791820059255,-7.1322095293276e-07,5200,121
CR1,fa_inferior_longitudinal_fasciculus_left,fa,0.00589389452310335,0.00210010267901132,0.00503408340850439,0.247791820059255,0.000271198836567601,3812,115
IGFBP2,md_posterior_thalamic_radiation_right,md,-1.16472603811396e-05,4.15132698022959e-06,0.00503965380124796,0.247791820059255,1.82474315099864e-06,5260,123
HRG,icvf_uncinate_fasciculus_left,icvf,0.00736547528190577,0.00262658878326454,0.00506979855974796,0.248402402859259,0.000295984316975327,3807,112
