protein,metric,metric_type,int_beta,int_se,int_pval,fdr,main_beta_hc,n_total,n_ms
ACP5,md_parahippocampal_cingulum_left,md,-9.2305864435302e-06,6.7985597439095e-06,0.174609284213471,0.698983166650805,-2.01179360095772e-06,5209,120
LRRN1,icvf_medial_lemniscus_left,icvf,-0.00310719385042702,0.00228859215449852,0.17462280934273,0.698983166650805,0.000146374960812601,5106,120
RGMA,md_uncinate_fasciculus_right,md,4.03426063956362e-06,2.97152572915258e-06,0.174636261183344,0.698983166650805,-7.32515348760295e-07,5274,124
ITGAM,icvf_forceps_major,icvf,0.00441184180781797,0.00324999277617491,0.174683440349042,0.698983166650805,0.000306430058292064,5219,121
ITGB1,fa_medial_lemniscus_left,fa,0.00345278945874372,0.00254574869481699,0.175063932019354,0.700305703507623,-0.000357318835926397,5195,118
MMP12,icvf_anterior_thalamic_radiation_left,icvf,0.00423666170777141,0.00312454610775308,0.175180488395894,0.700571970288715,-0.000873566031823454,5228,122
IFIT3,md_inferior_fronto_occipital_fasciculus_left,md,-5.02385796520541e-06,3.7059831507981e-06,0.175305551612231,0.700872095504193,8.17923955586854e-07,3766,114
ROBO1,icvf_corticospinal_tract_right,icvf,0.00411450503885221,0.00303721843316126,0.175573550361173,0.701743343186286,-5.81031537462514e-05,5207,120
RGMB,md_posterior_thalamic_radiation_left,md,6.05566980598823e-06,4.47387087930389e-06,0.175933644257861,0.70298208069159,-1.26547116280611e-06,5274,124
ITGB5,icvf_cingulate_gyrus_cingulum_left,icvf,0.00495610192479276,0.00366329013179704,0.176142624469838,0.703594878689284,0.00069889146072748,5257,123
SERPIND1,fa_acoustic_radiation_left,fa,0.00323870745811325,0.00239400945264899,0.176187428054,0.703594878689284,-0.00049689440267934,3824,113
PDIA3,fa_parahippocampal_cingulum_right,fa,-0.00474423026544944,0.00350758864545914,0.176277662972387,0.703754669866683,-0.000390092005722974,3736,110
RGMA,md_medial_lemniscus_right,md,5.9223052401506e-06,4.38060445462979e-06,0.176453217270862,0.704254894222897,-7.630153032736e-08,5274,124
PTPRN2,fa_parahippocampal_cingulum_left,fa,0.00457436886280775,0.00338441563838085,0.176563248985718,0.704493396365849,0.0012494026679762,5166,119
GRP,fa_forceps_minor,fa,0.00292383523196595,0.00216395894954157,0.176729089795608,0.704939244293403,0.000306960627222296,3733,110
MSTN,fa_parahippocampal_cingulum_right,fa,-0.0042378276975842,0.00313695493048064,0.176775601544781,0.704939244293403,2.45927251167309e-05,5108,118
OSCAR,md_inferior_longitudinal_fasciculus_right,md,-4.43213832681717e-06,3.28160161773311e-06,0.176881659081807,0.705161504612622,7.58282385398347e-07,5207,120
CST5,fa_acoustic_radiation_right,fa,-0.00303841540000169,0.00225117793236589,0.177172000606301,0.705989608154331,-0.000150390498999625,5111,118
KLRK1,icvf_uncinate_fasciculus_left,icvf,0.00401099740261852,0.00297175525377188,0.177190141431441,0.705989608154331,-0.000704393406419371,3825,115
IL6,fa_anterior_thalamic_radiation_left,fa,0.0025137649374119,0.00186291554249466,0.177276518895859,0.706132990132937,-0.000831367955302397,5200,121
TREM2,icvf_parahippocampal_cingulum_left,icvf,0.00368728626999917,0.00273338325220813,0.177401392841488,0.706284151661546,0.000430596975895098,5199,118
CD83,md_posterior_thalamic_radiation_right,md,-5.10953838238031e-06,3.78794279880252e-06,0.177429423792118,0.706284151661546,3.02155827927982e-07,5197,123
AMN,fa_superior_longitudinal_fasciculus_right,fa,-0.00217808343842806,0.00161484759048935,0.177465674587904,0.706284151661546,-0.000318675298133389,5106,120
RGMB,icvf_acoustic_radiation_right,icvf,0.00407660593786252,0.0030234700060506,0.177613357112589,0.706313810377263,0.000810801364981408,5274,124
SCRG1,fa_cingulate_gyrus_cingulum_right,fa,0.00448112973198568,0.00332347705410769,0.177633358555415,0.706313810377263,-0.00102023471725137,3836,114
IL6,icvf_middle_cerebellar_peduncle,icvf,0.004428020771593,0.00328446639602964,0.177662332813553,0.706313810377263,0.00126871101073644,5200,121
GOT1,md_corticospinal_tract_left,md,-4.84505430117273e-06,3.59372743505855e-06,0.17767474356525,0.706313810377263,-3.40567490569212e-07,3829,115
IGSF21,fa_corticospinal_tract_right,fa,0.00423006886500674,0.00313852970911835,0.177808886273322,0.706557111209726,-0.00033557404687936,3733,110
CLEC10A,md_inferior_fronto_occipital_fasciculus_right,md,-4.12303770885288e-06,3.05952181843493e-06,0.177843306543714,0.706557111209726,-3.95406835908233e-07,5182,119
VAT1,icvf_inferior_longitudinal_fasciculus_right,icvf,0.00440896947695941,0.00327273205470699,0.177980022212394,0.706557111209726,0.00140907187178047,5200,121
THY1,icvf_inferior_longitudinal_fasciculus_right,icvf,0.00370617770707196,0.00275168368897504,0.178077993702472,0.706557111209726,0.00102277006123894,5274,124
TGFA,md_inferior_fronto_occipital_fasciculus_left,md,4.69041482696454e-06,3.48265464870233e-06,0.178105711330952,0.706557111209726,1.31011446776615e-06,5197,123
PTPRR,icvf_acoustic_radiation_right,icvf,-0.00480768230953455,0.00356988734529417,0.178146405049743,0.706557111209726,-0.000643646905491607,3825,115
HRG,fa_inferior_longitudinal_fasciculus_left,fa,0.00264973858297705,0.00196769209420743,0.178182110638646,0.706557111209726,-0.000253723523787603,3807,112
THY1,md_corticospinal_tract_left,md,-3.57063510354429e-06,2.65207827238643e-06,0.17824643675727,0.706557111209726,-3.46248699595296e-07,5274,124
THPO,icvf_inferior_longitudinal_fasciculus_right,icvf,-0.00481411914070532,0.00357597120222117,0.178284606472266,0.706557111209726,-0.000658676603591833,5108,118
ST6GAL1,icvf_superior_thalamic_radiation_left,icvf,-0.00375152353506639,0.00278735830014646,0.178390680162398,0.706557111209726,-0.000464610088367918,5267,123
HRG,fa_uncinate_fasciculus_right,fa,0.00245661218731319,0.00182516863848632,0.178394237125351,0.706557111209726,0.000457157435509445,3807,112
SCN4B,md_corticospinal_tract_left,md,-4.63707572766379e-06,3.44664803206667e-06,0.178582112963353,0.706557111209726,-2.7644352795667e-07,3733,110
CTSC,icvf_uncinate_fasciculus_right,icvf,0.00363751294791648,0.00270417920040135,0.178637297587337,0.706557111209726,0.000248029881883585,5188,118
ITGB2,icvf_cingulate_gyrus_cingulum_left,icvf,0.00480739530214155,0.00357402183285228,0.178653857468912,0.706557111209726,-0.000338269192023329,5178,118
FCRL6,icvf_anterior_thalamic_radiation_right,icvf,0.00375353443464215,0.00279066343068302,0.178673332502698,0.706557111209726,-0.000594416169728363,5197,123
FOLR1,md_posterior_thalamic_radiation_right,md,-6.49187464949517e-06,4.82662476894088e-06,0.178679428387558,0.706557111209726,2.04071007448531e-06,5220,121
COL15A1,fa_uncinate_fasciculus_right,fa,0.00284771130420092,0.00211730099288549,0.178713942331021,0.706557111209726,-0.00046021087667244,3829,115
EGFR,md_posterior_thalamic_radiation_left,md,6.03192914387484e-06,4.48552934016874e-06,0.178762975385632,0.706557111209726,-1.979268583273e-06,5267,123
ITGB2,icvf_superior_longitudinal_fasciculus_right,icvf,0.0045626887398456,0.00339307025842022,0.178778515217668,0.706557111209726,0.000476564564617991,5178,118
MMP12,icvf_acoustic_radiation_right,icvf,0.00415525704948896,0.00309012612737588,0.178784253651916,0.706557111209726,-0.000297278139701375,5228,122
THPO,icvf_corticospinal_tract_left,icvf,-0.00432707670914269,0.00321840518261377,0.178853461524084,0.706557111209726,-6.70596531550588e-05,5108,118
CHRDL2,fa_inferior_longitudinal_fasciculus_left,fa,-0.00269502074508421,0.0020046024436103,0.178872293633397,0.706557111209726,8.45156552477114e-06,5212,122
SCRG1,fa_uncinate_fasciculus_right,fa,0.0025645882694402,0.00190828761807801,0.179053460173267,0.706557111209726,-0.000250776876019354,3836,114
HPGDS,icvf_acoustic_radiation_right,icvf,0.00456115320514762,0.00339448206773556,0.17910634848744,0.706557111209726,0.000995999895000573,5108,117
ITGB6,md_corticospinal_tract_left,md,4.25267285827459e-06,3.16492482105982e-06,0.179108938336561,0.706557111209726,9.41395593629291e-10,5106,120
IGDCC4,icvf_superior_thalamic_radiation_right,icvf,-0.00446891561919105,0.00332590476310792,0.179135141331464,0.706557111209726,0.00145928134889735,3829,115
LGALS9,md_cingulate_gyrus_cingulum_right,md,-3.47847010326591e-06,2.58893952528497e-06,0.179140081390072,0.706557111209726,-5.59680037420758e-07,5201,118
CBLN4,md_superior_longitudinal_fasciculus_left,md,5.05594888173524e-06,3.76308969143581e-06,0.179147749670175,0.706557111209726,-1.09371873825797e-06,5255,124
EGFR,fa_acoustic_radiation_right,fa,0.00297954386078348,0.00221828990499424,0.179274373375808,0.706601167006981,3.80543090116284e-06,5267,123
LRRN1,fa_forceps_major,fa,-0.00393100659010158,0.00292736540737519,0.179380977876442,0.706601167006981,0.0014230064100804,5106,120
PRR4,md_forceps_minor,md,5.08928033944134e-06,3.78972502294e-06,0.179381630999876,0.706601167006981,7.76780345069631e-07,3710,110
ACHE,icvf_inferior_longitudinal_fasciculus_left,icvf,-0.0050554865559036,0.00376466145620671,0.179392715365414,0.706601167006981,0.000118304916159965,3736,110
AMY2B,icvf_cingulate_gyrus_cingulum_right,icvf,-0.00469000079364187,0.0034927986881901,0.179411043474691,0.706601167006981,-0.000219227903168295,4897,113
COMP,fa_forceps_major,fa,-0.00409165116164456,0.00304940589351364,0.179724543960883,0.707446649411358,0.000327954888186624,5147,116
CLEC10A,md_forceps_major,md,6.89101612703219e-06,5.13590443634239e-06,0.17974121029514,0.707446649411358,-7.95552552087329e-08,5182,119
NPPC,fa_inferior_longitudinal_fasciculus_left,fa,-0.00287114093381486,0.00214022512491907,0.179812467798178,0.707446649411358,1.51249794398848e-06,5197,123
PTPRN2,fa_posterior_thalamic_radiation_right,fa,-0.00338538874758847,0.00252367355653378,0.179832546572201,0.707446649411358,0.000677155846842642,5166,119
IGSF3,fa_acoustic_radiation_left,fa,0.00389372890396656,0.002903178635302,0.179915766100204,0.707446649411358,0.000251918798921843,5200,121
SSBP1,md_corticospinal_tract_left,md,-3.0933827187103e-06,2.3063810821834e-06,0.179928627595952,0.707446649411358,7.43511525924338e-07,3713,110
LRTM2,fa_posterior_thalamic_radiation_left,fa,0.00360155626330058,0.00268642839821513,0.1801142931426,0.707726258450963,0.00128895295802504,3827,115
ITGA11,icvf_superior_thalamic_radiation_left,icvf,0.00394830131757704,0.00294536880126779,0.180137707737605,0.707726258450963,0.00138188420911067,5197,123
CHRDL2,icvf_anterior_thalamic_radiation_left,icvf,-0.00408529256317336,0.00304782210054929,0.180174698687459,0.707726258450963,-1.75017567293177e-05,5212,122
PLXDC1,fa_parahippocampal_cingulum_left,fa,0.00398825215352922,0.00297598407233776,0.180257669971521,0.707726258450963,-0.000233299847761276,5108,117
CA6,md_cingulate_gyrus_cingulum_right,md,4.53780908930313e-06,3.38644893175251e-06,0.180306911524128,0.707726258450963,-1.33499138696649e-07,5215,121
MMP1,md_superior_longitudinal_fasciculus_left,md,4.40579093502578e-06,3.288563082404e-06,0.180393080233594,0.707726258450963,1.76465510647536e-07,5049,119
VGF,md_superior_longitudinal_fasciculus_left,md,4.72527572001505e-06,3.52782384468758e-06,0.180510148604561,0.707726258450963,-2.38534485167695e-07,3827,115
SFRP4,md_forceps_major,md,7.71659506973736e-06,5.76120281856777e-06,0.180519834700236,0.707726258450963,2.29912189974942e-07,3736,110
BCAN,fa_posterior_thalamic_radiation_right,fa,-0.00315551225001611,0.00235617000411806,0.180546506993681,0.707726258450963,0.00127092297315173,5182,119
L1CAM,icvf_superior_longitudinal_fasciculus_right,icvf,0.00412366876333548,0.00307913269692157,0.180553574884274,0.707726258450963,0.000262156637806793,5257,123
SETMAR,fa_inferior_longitudinal_fasciculus_right,fa,0.00222345405562512,0.0016605630032979,0.180637401257228,0.707726258450963,0.000301724445887812,5171,119
GLB1,icvf_posterior_thalamic_radiation_left,icvf,0.0044478388195529,0.00332293925124427,0.180783993156406,0.707726258450963,-0.000150027517849336,5182,119
DNER,fa_forceps_minor,fa,-0.00317884733337458,0.00237500704978725,0.18080585993338,0.707726258450963,0.000296536128930712,5190,120
FAM3B,md_medial_lemniscus_right,md,-5.38689197493619e-06,4.0247018895571e-06,0.180805966824734,0.707726258450963,9.87122644231314e-07,5200,121
ITGAV,fa_parahippocampal_cingulum_left,fa,0.00379598418270623,0.00283647999535238,0.180865473670602,0.707726258450963,0.000575935151348267,5255,124
EPHA1,fa_cingulate_gyrus_cingulum_right,fa,0.00446619657406413,0.00333740290639185,0.180881468144729,0.707726258450963,-0.000667775370948125,5214,120
IGDCC4,md_cingulate_gyrus_cingulum_right,md,4.99060569712175e-06,3.72935416165295e-06,0.180912235704099,0.707726258450963,5.97863703827316e-08,3829,115
GLB1,icvf_acoustic_radiation_right,icvf,0.00433422712545182,0.00323902899122643,0.180914326772396,0.707726258450963,-0.000393520031139943,5182,119
CA6,fa_cingulate_gyrus_cingulum_left,fa,0.00498295461369179,0.00372462692677556,0.18100702583598,0.707726258450963,-1.2482177184674e-05,5215,121
DNER,fa_acoustic_radiation_left,fa,-0.00348399877329177,0.00260421216773621,0.18100984159625,0.707726258450963,7.40927939587573e-05,5190,120
PSAP,icvf_parahippocampal_cingulum_right,icvf,0.00430113172567563,0.00321548945505766,0.181097795148101,0.707872636934544,0.000991629624177184,3791,114
BLMH,icvf_parahippocampal_cingulum_right,icvf,-0.00364315632387122,0.00272508072691924,0.181313577037606,0.708296126050866,0.000753652665623023,5267,123
LRTM2,fa_superior_longitudinal_fasciculus_right,fa,0.00306614041127728,0.0022935220441404,0.181344719774976,0.708296126050866,0.000699596356809383,3827,115
ADGRE5,md_anterior_thalamic_radiation_right,md,-4.45460639601255e-06,3.33289227210884e-06,0.181424723102764,0.708296126050866,2.89135567932439e-07,5247,121
GPC1,icvf_uncinate_fasciculus_right,icvf,0.00385355733536291,0.00288396519461129,0.181541488556414,0.708296126050866,0.000564676888377498,5255,124
OBP2B,fa_inferior_fronto_occipital_fasciculus_right,fa,-0.00247155517890051,0.00184978254892481,0.18156481730567,0.708296126050866,-8.25414834013778e-05,5163,119
CHRDL2,fa_parahippocampal_cingulum_right,fa,-0.00408300976546333,0.00305588448940148,0.181570443671913,0.708296126050866,0.000234307247092099,5212,122
IL2RA,md_superior_thalamic_radiation_right,md,3.71165966565244e-06,2.77811062736292e-06,0.181595845488931,0.708296126050866,7.91884120166731e-07,5177,119
MYOC,icvf_medial_lemniscus_left,icvf,-0.00307211604765659,0.002299503395185,0.181610503168541,0.708296126050866,-0.000453044486133946,5219,121
NEFL,md_medial_lemniscus_left,md,-4.97624936047194e-06,3.7256105270099e-06,0.181711395436153,0.708333541349921,2.64369482338759e-06,5091,121
GLB1,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.00464623709836604,0.00347862387712233,0.181721193260042,0.708333541349921,-0.000245672492303668,5182,119
CKB,md_corticospinal_tract_right,md,-4.25146890988938e-06,3.18328008923402e-06,0.181771883259026,0.70833409346739,2.47093861234606e-06,3829,115
GOT1,md_superior_thalamic_radiation_left,md,-4.71147191486446e-06,3.52929284898285e-06,0.181968266228212,0.708902228150107,-3.39983665444394e-07,3829,115
MSTN,md_forceps_minor,md,-4.66904230452727e-06,3.49901320779807e-06,0.182136181386843,0.709095724097111,-1.97381077389727e-06,5108,118
ROBO4,icvf_posterior_thalamic_radiation_right,icvf,-0.0051490918222823,0.00385908269425317,0.182194052867586,0.709095724097111,0.00130512368392448,3733,110
PRR4,fa_parahippocampal_cingulum_right,fa,-0.00430602691672792,0.00322756856478327,0.182240139418166,0.709095724097111,-0.000426940848786263,3710,110
HPGDS,icvf_anterior_thalamic_radiation_left,icvf,0.00457174033665416,0.00342752330424029,0.182318452383384,0.709095724097111,0.000978469476857969,5108,117
PLAUR,md_inferior_longitudinal_fasciculus_right,md,4.00429604207665e-06,3.00229766042642e-06,0.182346628484253,0.709095724097111,9.1211800529636e-08,5171,116
GRP,icvf_superior_thalamic_radiation_left,icvf,0.00389849974137945,0.0029233047638109,0.182418664124131,0.709095724097111,-0.00076240802315671,3733,110
MOG,fa_medial_lemniscus_right,fa,0.00338053566835059,0.0025355124894679,0.182499400641031,0.709095724097111,0.000462841834895617,5255,124
VGF,fa_uncinate_fasciculus_right,fa,0.00276529494842528,0.00207400618605267,0.18250929656511,0.709095724097111,0.000491397465578804,3827,115
ITGB1,md_cingulate_gyrus_cingulum_left,md,-4.49557879526639e-06,3.37227743429316e-06,0.18255792703635,0.709095724097111,9.766544689787e-08,5195,118
TNFRSF6B,md_inferior_longitudinal_fasciculus_left,md,-4.35090470794241e-06,3.26418359881624e-06,0.182615809937355,0.709095724097111,2.55834718419543e-07,5182,119
ITGB1,icvf_parahippocampal_cingulum_right,icvf,0.00401807526522877,0.00301461164401769,0.182634093671883,0.709095724097111,0.000162042024422595,5195,118
PTPRR,fa_acoustic_radiation_right,fa,-0.00359187977207227,0.00269537917739795,0.182740477929745,0.709095724097111,-0.000317873097487827,3825,115
ITGAM,icvf_corticospinal_tract_left,icvf,0.00357299864791041,0.00268152355448758,0.182770284536273,0.709095724097111,0.000619920341236576,5219,121
CLEC10A,fa_middle_cerebellar_peduncle,fa,0.00365932605659897,0.00274683802149773,0.18285450944876,0.709095724097111,0.000711904121010952,5182,119
C4BPB,icvf_acoustic_radiation_left,icvf,-0.00342516417111079,0.00257142413646828,0.182914519037634,0.709095724097111,0.000483250805582342,5257,123
CA6,fa_posterior_thalamic_radiation_right,fa,-0.00322799985182188,0.00242346586853186,0.182926149162781,0.709095724097111,0.000196780681883951,5215,121
FCRL6,md_inferior_longitudinal_fasciculus_left,md,-4.15672905598367e-06,3.12077967425653e-06,0.182934403503974,0.709095724097111,7.60691891783672e-07,5197,123
COL15A1,fa_acoustic_radiation_left,fa,0.00338226349856542,0.00253940048993021,0.182967791947012,0.709095724097111,0.000211005757257768,3829,115
ITGAM,fa_forceps_major,fa,0.00370226230341468,0.0027801242589409,0.183020462163403,0.709095724097111,-2.68715136966229e-05,5219,121
ST6GAL1,md_forceps_major,md,7.15492312989731e-06,5.3729397788107e-06,0.183029988871708,0.709095724097111,3.58337284669222e-07,5267,123
SERPIND1,md_superior_longitudinal_fasciculus_right,md,-4.28642266968436e-06,3.21933110975014e-06,0.183115953828953,0.709232686844976,1.50025723086315e-06,3824,113
FAP,icvf_corticospinal_tract_left,icvf,0.00311300978840052,0.0023386377710292,0.18320688833034,0.70931254449194,0.00108390044258923,5267,123
MUC13,md_anterior_thalamic_radiation_right,md,-4.56576813734228e-06,3.43071172200722e-06,0.18329737944631,0.70931254449194,9.8402862286761e-07,5103,121
ITGA2,fa_posterior_thalamic_radiation_right,fa,0.00348497285357319,0.00261867943842374,0.183331865980328,0.70931254449194,-0.000231373974289222,3736,110
AMY2B,icvf_posterior_thalamic_radiation_right,icvf,-0.00448958619203412,0.0033737871764498,0.183341230231274,0.70931254449194,0.000421451048053307,4897,113
SCRG1,icvf_superior_longitudinal_fasciculus_left,icvf,0.00470500996912426,0.00353592384373257,0.183389663076736,0.70931254449194,-0.001541678548169,3836,114
ITGB1,md_forceps_minor,md,-4.93108292342168e-06,3.70798916955038e-06,0.183624947773631,0.709908444244793,-6.7717889837114e-07,5195,118
IL22,md_posterior_thalamic_radiation_right,md,-5.00197146440291e-06,3.76165367462695e-06,0.18368802960707,0.709908444244793,1.05631882349222e-06,3811,116
COL15A1,md_posterior_thalamic_radiation_left,md,6.85073855821931e-06,5.15208451443699e-06,0.183695712469252,0.709908444244793,-1.76428715724087e-06,3829,115
ACP5,md_middle_cerebellar_peduncle,md,8.57772528345475e-06,6.45307995849628e-06,0.183825382255109,0.710112247018262,-2.13261194154778e-07,5209,120
GLB1,fa_posterior_thalamic_radiation_left,fa,0.00312703952727765,0.00235287541719566,0.183897001486486,0.710112247018262,-0.000531379184317428,5182,119
SCN4B,md_anterior_thalamic_radiation_right,md,-5.56298113244884e-06,4.18556439981343e-06,0.183900474161798,0.710112247018262,-8.39022719578605e-07,3733,110
ITGB1,md_superior_thalamic_radiation_right,md,-4.23959182147349e-06,3.19079616245466e-06,0.184007360114065,0.710329238919667,-6.29532677293308e-07,5195,118
OMG,fa_corticospinal_tract_right,fa,0.00361574832148448,0.00272221475681851,0.184157946305323,0.710596850604733,-0.000397425982415629,5200,121
SUSD2,icvf_corticospinal_tract_right,icvf,0.00406587320449745,0.00306124571228139,0.184178103289545,0.710596850604733,-0.00131606508794806,5219,121
NEFL,icvf_forceps_minor,icvf,-0.00410143925597481,0.00308931584605475,0.184363082459561,0.711114746629734,-1.03236401139758e-06,5091,121
LILRB4,icvf_parahippocampal_cingulum_right,icvf,0.00366856700445188,0.00276404594677461,0.184486962342514,0.711365882568727,0.000780597527001173,5106,120
SCN4B,md_acoustic_radiation_left,md,-5.90887192962089e-06,4.45219354121001e-06,0.184529721197268,0.711365882568727,-3.26524619912303e-07,3733,110
ADGRE2,fa_posterior_thalamic_radiation_right,fa,0.00282811961085586,0.00213148473667552,0.184622750179489,0.711528767399664,-0.000678605414923109,5221,120
RNASET2,md_corticospinal_tract_left,md,-3.6578979044841e-06,2.75752846606381e-06,0.184727718510118,0.711737563783966,1.98163517407776e-07,5233,122
ADA,md_superior_longitudinal_fasciculus_right,md,-4.11058163536932e-06,3.09917076186875e-06,0.184781806340291,0.71174564610156,-1.04328841997649e-07,5261,125
MOG,icvf_corticospinal_tract_right,icvf,-0.00395315019758386,0.00298110051247032,0.184873962376233,0.71174564610156,-0.000460648198820543,5255,124
PLA2G15,icvf_corticospinal_tract_left,icvf,0.00388044851548463,0.00292688625823474,0.184965580863982,0.71174564610156,-0.000479041718060731,5257,123
CA6,md_inferior_longitudinal_fasciculus_right,md,4.59449351800214e-06,3.46595743441118e-06,0.185028412888249,0.71174564610156,1.02304312921101e-07,5215,121
AMY2A,fa_superior_longitudinal_fasciculus_right,fa,-0.00260147270646079,0.00196248125869297,0.185030984538385,0.71174564610156,-8.01453190347065e-05,5050,117
SEZ6L2,fa_acoustic_radiation_right,fa,-0.00267901881638926,0.00202100442261849,0.185034567098265,0.71174564610156,-0.000222412339634731,5200,121
AMN,icvf_cingulate_gyrus_cingulum_left,icvf,-0.00392364480589903,0.00296097023930009,0.185190277276061,0.712053984246261,-0.000215281886769461,5106,120
GLB1,fa_anterior_thalamic_radiation_left,fa,0.00272637593196053,0.00205758000392439,0.185216354283709,0.712053984246261,-0.000483996087790116,5182,119
FOLR1,icvf_forceps_minor,icvf,0.00506075530809938,0.00382032856127888,0.18533167600539,0.712150745690565,-0.000281808119568093,5220,121
MSTN,icvf_medial_lemniscus_left,icvf,-0.00300436230990523,0.00226802466996982,0.185343164884999,0.712150745690565,0.00119239267424444,5108,118
SCN4B,fa_anterior_thalamic_radiation_left,fa,0.00291691616686536,0.00220331759658364,0.185625891009826,0.71282034964962,0.00012684952858167,3733,110
TNFRSF6B,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.00416611577235383,0.00314761857581305,0.18570200054518,0.71282034964962,-0.000776036269006108,5182,119
FOLR1,icvf_anterior_thalamic_radiation_right,icvf,0.00434848977998765,0.00328551740151745,0.185716311764571,0.71282034964962,0.000159683110807728,5220,121
ARHGAP1,md_superior_longitudinal_fasciculus_right,md,4.32182806659608e-06,3.26539772080412e-06,0.185720908911066,0.71282034964962,8.94406851452321e-07,5108,117
FCRL6,fa_middle_cerebellar_peduncle,fa,0.00354352600755943,0.00267840251181601,0.185893715559551,0.713099018401788,0.000214645992475796,5197,123
RAB6A,icvf_superior_longitudinal_fasciculus_left,icvf,0.00375000785042205,0.00283460107885066,0.185913522117796,0.713099018401788,-4.76574903192021e-06,5197,123
CHRDL2,fa_acoustic_radiation_left,fa,-0.00298054852084346,0.00225350940831515,0.186018118939821,0.713099018401788,0.000226068281809435,5212,122
CBLN4,icvf_superior_longitudinal_fasciculus_left,icvf,-0.0055291000073376,0.00418050698665502,0.186029121675437,0.713099018401788,0.00179621821719612,5255,124
CD83,fa_forceps_minor,fa,0.0023227970834112,0.00175637175312551,0.186060835487386,0.713099018401788,-0.000253912486602656,5197,123
ADA,fa_forceps_major,fa,0.00383237583159884,0.0028980873718792,0.186098844665335,0.713099018401788,0.000422606517760898,5261,125
CLEC4M,icvf_corticospinal_tract_right,icvf,-0.00400751005520706,0.00303192343588921,0.186323433639301,0.713115114193782,-7.17008591497271e-05,3824,115
MYOC,fa_middle_cerebellar_peduncle,fa,-0.00396237868402547,0.00299817892108087,0.18636099888836,0.713115114193782,1.9138289542034e-05,5219,121
TNXB,md_anterior_thalamic_radiation_right,md,-4.79995089481867e-06,3.63248868181134e-06,0.186427819649978,0.713115114193782,5.64479900804234e-07,5219,121
PRR4,md_superior_longitudinal_fasciculus_left,md,4.51135399690459e-06,3.41395005925618e-06,0.186433986264927,0.713115114193782,1.1818400644535e-06,3710,110
RET,icvf_superior_longitudinal_fasciculus_left,icvf,-0.00485152605788695,0.00367175540980729,0.186456320321406,0.713115114193782,0.000954641170480382,5200,121
MEGF10,fa_posterior_thalamic_radiation_left,fa,-0.00320138267735566,0.00242294313011037,0.186466729839877,0.713115114193782,0.000703202099454492,5199,118
ADGRG2,md_medial_lemniscus_left,md,-5.763701794956e-06,4.36260451273768e-06,0.186505838137059,0.713115114193782,2.56981948132937e-06,5212,122
MIA,icvf_inferior_longitudinal_fasciculus_left,icvf,0.00418139569131601,0.00316497557514796,0.186510161530023,0.713115114193782,0.00114923598271321,5257,123
LTBP2,md_anterior_thalamic_radiation_left,md,-5.24555598606384e-06,3.97204267092337e-06,0.186685797287397,0.713591946914428,8.02719576623734e-07,5267,123
TPP1,icvf_uncinate_fasciculus_left,icvf,-0.00465401123896348,0.00352642382920258,0.186975768885439,0.71450544024861,-0.000484352533660742,5167,118
ADAM23,fa_cingulate_gyrus_cingulum_left,fa,0.00381072830457546,0.00288799809524217,0.187057779959691,0.714548813048324,-2.15174786212116e-05,5261,125
ITGA11,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00277517438645705,0.00210333939546065,0.187089102624299,0.714548813048324,0.000853760220026387,5197,123
SMOC2,md_acoustic_radiation_left,md,-6.18973943439967e-06,4.69395923254923e-06,0.187340485637192,0.715183094810364,-1.45507470961363e-06,5221,120
PLXDC1,fa_anterior_thalamic_radiation_left,fa,0.00257921427150199,0.0019562124762038,0.187404380248939,0.715183094810364,-3.71406839366929e-06,5108,117
NEFL,icvf_inferior_fronto_occipital_fasciculus_left,icvf,-0.00380957421785614,0.00288940680953602,0.187408286886724,0.715183094810364,-0.000831663420811235,5091,121
ADAM23,md_corticospinal_tract_right,md,-3.40851814357184e-06,2.58580222222354e-06,0.187505334164311,0.715310612294389,4.61461745045362e-07,5261,125
IL15,md_uncinate_fasciculus_left,md,-4.44684533850436e-06,3.3741020800216e-06,0.187583751076312,0.715310612294389,1.22992059055341e-07,5197,123
FCRL6,icvf_middle_cerebellar_peduncle,icvf,0.00413321006853727,0.00313634919873881,0.187614979610924,0.715310612294389,-1.2827352911171e-05,5197,123
BCAN,md_forceps_minor,md,4.85328169394616e-06,3.68334921792092e-06,0.187686740333114,0.715310612294389,5.38547794867447e-08,5182,119
ITGB2,md_superior_thalamic_radiation_right,md,-3.93640169521592e-06,2.98770441081755e-06,0.187718102452632,0.715310612294389,-4.06737678421784e-07,5178,118
HRG,md_parahippocampal_cingulum_left,md,-8.35815173104904e-06,6.34407317261834e-06,0.187759183166085,0.715310612294389,-2.88903708006984e-06,3807,112
VGF,md_superior_longitudinal_fasciculus_right,md,4.39752806337533e-06,3.3381524762299e-06,0.187799025378652,0.715310612294389,-5.55240668712372e-07,3827,115
ADGRG2,fa_corticospinal_tract_right,fa,0.00338257747249735,0.00256823095699804,0.187868232992061,0.715379768727651,-0.000471635845140376,5212,122
